JobID,QualificationType,FieldOfStudy,MinimumGrade,OtherDetails
1728,Master's Degree,Commerce,Distinction,
1728,O/L,Science,Distinction,
1728,Bachelor's Degree,Science,Merit,
1729,Master's Degree,General,Pass,
1729,Bachelor's Degree,Science,Merit,
1730,O/L,Science,Distinction,
1731,A/L,Commerce,,
1732,O/L,General,Distinction,
1732,Master's Degree,General,,
1733,O/L,,,
1734,Master's Degree,Arts,,
1735,O/L,Commerce,Pass,
1735,A/L,,Merit,
1736,A/L,Arts,Merit,
1736,Bachelor's Degree,General,,
1736,Master's Degree,,Merit,
1737,A/L,Science,,
1738,A/L,General,Pass,
1738,Master's Degree,Science,Distinction,
1738,O/L,Commerce,Pass,
1739,A/L,Commerce,,
1739,Bachelor's Degree,Technology,Merit,
1739,O/L,Arts,Distinction,
1740,Master's Degree,Technology,,
1740,O/L,,Merit,
1740,Bachelor's Degree,Commerce,Merit,
1741,Master's Degree,Arts,Distinction,
1742,Master's Degree,Commerce,Merit,
1743,Bachelor's Degree,General,Distinction,
1743,Master's Degree,Commerce,Pass,
1744,Bachelor's Degree,,Distinction,
1745,A/L,Arts,,
1745,Bachelor's Degree,Commerce,,
1746,A/L,,Pass,
1746,Master's Degree,General,Merit,
1747,Bachelor's Degree,,Merit,
1747,A/L,Arts,Pass,
1747,Master's Degree,,Merit,
1748,A/L,Science,Distinction,
1749,Master's Degree,Science,,
1750,A/L,General,Pass,
1750,Bachelor's Degree,General,,
1751,Master's Degree,,Merit,
1751,O/L,Arts,Distinction,
1751,A/L,General,Pass,
1752,Bachelor's Degree,,Distinction,
1752,A/L,Arts,Pass,
1752,Master's Degree,Technology,Distinction,
1753,A/L,Arts,,
1754,Bachelor's Degree,Commerce,,
1754,A/L,,Pass,
1755,O/L,Arts,Pass,
1756,A/L,,Merit,
1757,O/L,Science,Pass,
1758,Master's Degree,Technology,Merit,
1758,A/L,Arts,Merit,
1759,Master's Degree,Technology,Distinction,
1760,O/L,Technology,,
1760,A/L,Commerce,Distinction,
1760,Bachelor's Degree,Science,,
1761,A/L,,Merit,
1762,O/L,Technology,Distinction,
1762,Master's Degree,Technology,Merit,
1763,A/L,Science,Distinction,
1764,Bachelor's Degree,Science,Distinction,
1764,Master's Degree,Commerce,Merit,
1765,A/L,,Pass,
1766,Bachelor's Degree,Commerce,Distinction,
1766,O/L,General,Pass,
1766,Master's Degree,,Distinction,
1767,O/L,General,,
1767,A/L,Technology,Distinction,
1767,Bachelor's Degree,Science,Distinction,
1768,Master's Degree,Science,Merit,
1769,Master's Degree,,Distinction,
1769,A/L,,Pass,
1770,O/L,Science,Distinction,
1771,O/L,,Distinction,
1771,A/L,Technology,Distinction,
1771,Master's Degree,Commerce,Distinction,
1772,O/L,Technology,Distinction,
1773,O/L,General,Distinction,
1773,Master's Degree,Science,Merit,
1773,A/L,Commerce,Merit,
1774,Master's Degree,Arts,,
1775,A/L,Commerce,Pass,
1775,Master's Degree,Science,Pass,
1775,O/L,Technology,Pass,
1776,Master's Degree,General,Pass,
1776,A/L,Arts,Distinction,
1776,O/L,General,Merit,
1777,A/L,Arts,Distinction,
1777,O/L,Technology,Merit,
1777,Bachelor's Degree,,,
1778,O/L,,Merit,
1778,Master's Degree,General,Distinction,
1778,A/L,Science,Pass,
1779,A/L,Arts,,
1780,A/L,Commerce,Distinction,
1780,Master's Degree,Science,Pass,
1780,Bachelor's Degree,Commerce,Merit,
1781,Master's Degree,Science,,
1782,Bachelor's Degree,Science,Pass,
1782,Master's Degree,Arts,Distinction,
1782,A/L,Arts,,
1783,Bachelor's Degree,General,Merit,
1783,Master's Degree,Commerce,Distinction,
1783,O/L,Commerce,,
1784,Master's Degree,Commerce,Merit,
1784,O/L,Commerce,Distinction,
1784,Bachelor's Degree,Science,Merit,
1785,O/L,,Merit,
1785,Bachelor's Degree,Arts,Distinction,
1786,Bachelor's Degree,Arts,Pass,
1786,O/L,General,,
1787,A/L,Commerce,Merit,
1787,O/L,Science,Distinction,
1787,Master's Degree,General,Merit,
1788,Master's Degree,,,
1789,A/L,,Pass,
1789,Master's Degree,Arts,Distinction,
1790,Master's Degree,Science,Distinction,
1791,A/L,,,
1791,Bachelor's Degree,Technology,,
1792,A/L,Commerce,Pass,
1792,Bachelor's Degree,Science,Distinction,
1793,A/L,Technology,,
1793,O/L,Science,Distinction,
1794,Master's Degree,Commerce,Pass,
1794,A/L,Science,,
1794,Bachelor's Degree,Commerce,Distinction,
1795,A/L,Arts,Distinction,
1796,Bachelor's Degree,Commerce,,
1796,Master's Degree,Science,Pass,
1797,Master's Degree,Commerce,Merit,
1797,Bachelor's Degree,Technology,Distinction,
1797,O/L,Science,,
1798,Bachelor's Degree,General,Distinction,
1798,Master's Degree,Arts,Distinction,
1799,O/L,Arts,Merit,
1800,O/L,General,Pass,
1800,A/L,Technology,Merit,
1800,Bachelor's Degree,,,
1801,Master's Degree,Technology,Distinction,
1801,Bachelor's Degree,Commerce,,
1802,A/L,General,Distinction,
1802,Bachelor's Degree,Arts,Pass,
1803,A/L,,,
1803,Master's Degree,Arts,,
1803,Bachelor's Degree,Science,Pass,
1804,Master's Degree,Technology,Pass,
1805,O/L,,Pass,
1805,Master's Degree,Science,,
1805,Bachelor's Degree,Technology,Merit,
1806,O/L,Arts,,
1807,A/L,Commerce,Distinction,
1808,Bachelor's Degree,Arts,Pass,
1809,A/L,Technology,Pass,
1809,Bachelor's Degree,General,,
1810,Master's Degree,Science,Distinction,
1811,Master's Degree,Commerce,Merit,
1811,A/L,General,,
1811,O/L,Technology,,
1812,O/L,General,Merit,
1813,O/L,Commerce,Pass,
1814,Master's Degree,Arts,Distinction,
1814,A/L,Technology,,
1815,Bachelor's Degree,Science,Pass,
1816,Bachelor's Degree,Science,,
1816,O/L,Commerce,Pass,
1816,Master's Degree,Science,Distinction,
1817,Bachelor's Degree,Technology,Merit,
1817,O/L,General,Merit,
1817,Master's Degree,,Merit,
1818,A/L,Commerce,Pass,
1818,Bachelor's Degree,Arts,Distinction,
1819,Bachelor's Degree,General,,
1819,O/L,Arts,Merit,
1820,O/L,,Merit,
1821,Master's Degree,Science,Merit,
1821,A/L,Arts,Pass,
1821,Bachelor's Degree,Commerce,Merit,
1822,A/L,,Merit,
1823,O/L,General,,
1823,A/L,Science,,
1824,O/L,Science,,
1825,O/L,Commerce,Merit,
1825,A/L,Science,,
1825,Bachelor's Degree,Technology,Merit,
1826,Master's Degree,Science,Distinction,
1827,Master's Degree,,Pass,
1827,Bachelor's Degree,Commerce,Pass,
1828,Master's Degree,Science,Merit,
1829,Master's Degree,General,Merit,
1829,Bachelor's Degree,Arts,Merit,
1830,A/L,Commerce,Distinction,
1831,O/L,Commerce,Pass,
1832,Bachelor's Degree,Science,,
1833,Master's Degree,Commerce,Merit,
1834,Master's Degree,Commerce,Merit,
1835,Master's Degree,Science,Merit,
1836,A/L,General,Pass,
1837,Master's Degree,Arts,Merit,
1837,O/L,Science,Distinction,
1837,Bachelor's Degree,Technology,Merit,
1838,Bachelor's Degree,,,
1838,O/L,Science,Distinction,
1838,Master's Degree,Science,Distinction,
1839,O/L,Commerce,Distinction,
1839,A/L,,Pass,
1840,A/L,General,Merit,
1841,Bachelor's Degree,,Pass,
1842,Bachelor's Degree,Commerce,Merit,
1843,Bachelor's Degree,Technology,Pass,
1843,O/L,,,
1844,Master's Degree,Commerce,Distinction,
1844,Bachelor's Degree,General,Distinction,
1845,A/L,,Merit,
1845,Bachelor's Degree,Arts,,
1846,O/L,Commerce,Pass,
1847,Bachelor's Degree,Science,Merit,
1847,A/L,Technology,,
1848,O/L,Technology,Pass,
1849,O/L,Technology,Pass,
1849,A/L,General,Distinction,
1850,Bachelor's Degree,General,,
1850,Master's Degree,,,
1850,A/L,,Merit,
1851,Bachelor's Degree,Commerce,,
1851,O/L,Commerce,Pass,
1851,A/L,Science,Merit,
1852,Master's Degree,General,Distinction,
1852,A/L,Science,Pass,
1853,Master's Degree,,,
1854,Master's Degree,Science,Pass,
1855,A/L,Commerce,Distinction,
1855,Bachelor's Degree,Technology,,
1856,Master's Degree,Science,,
1857,Bachelor's Degree,,Pass,
1857,Master's Degree,Commerce,,
1858,Bachelor's Degree,Science,Pass,
1859,O/L,Arts,Distinction,
1859,Master's Degree,Arts,Pass,
1859,A/L,Technology,Merit,
1860,O/L,General,,
1861,Bachelor's Degree,,,
1862,A/L,Commerce,,
1862,O/L,Commerce,,
1862,Master's Degree,Technology,,
1863,A/L,Technology,,
1863,Master's Degree,,,
1863,O/L,Arts,Pass,
1864,A/L,Arts,Merit,
1865,A/L,General,,
1866,A/L,Commerce,,
1867,A/L,Technology,,
1867,O/L,Arts,Merit,
1868,Master's Degree,General,Merit,
1868,O/L,Science,,
1868,Bachelor's Degree,,Merit,
1869,A/L,Technology,,
1870,A/L,Technology,Distinction,
1870,Bachelor's Degree,General,Pass,
1871,O/L,General,Pass,
1872,Master's Degree,Science,Merit,
1873,A/L,Commerce,Pass,
1874,O/L,Commerce,Distinction,
1874,A/L,Technology,Merit,
1875,O/L,Arts,Merit,
1875,Bachelor's Degree,,Pass,
1876,O/L,General,Merit,
1877,Bachelor's Degree,General,Distinction,
1877,A/L,Arts,Distinction,
1877,O/L,Technology,Merit,
1878,Bachelor's Degree,,,
1879,O/L,,,
1880,O/L,General,Merit,
1880,A/L,Commerce,Distinction,
1880,Bachelor's Degree,Arts,Distinction,
1881,Bachelor's Degree,General,Pass,
1881,Master's Degree,General,Merit,
1882,A/L,Commerce,Merit,
1883,Bachelor's Degree,Arts,Merit,
1883,Master's Degree,General,Pass,
1883,A/L,Commerce,Distinction,
1884,A/L,Technology,,
1884,O/L,Technology,,
1884,Master's Degree,Science,Distinction,
1885,A/L,Technology,Merit,
1886,Master's Degree,,Merit,
1887,Master's Degree,Technology,,
1888,Master's Degree,,Distinction,
1888,O/L,General,Pass,
1889,O/L,Commerce,Merit,
1889,Master's Degree,Arts,,
1889,Bachelor's Degree,Technology,Distinction,
1890,Master's Degree,Technology,Merit,
1890,Bachelor's Degree,Commerce,Merit,
1890,A/L,,Distinction,
1891,A/L,Arts,Merit,
1892,A/L,Technology,,
1892,Master's Degree,Science,Merit,
1893,O/L,Science,Merit,
1893,Master's Degree,,Distinction,
1893,A/L,Technology,Distinction,
1894,A/L,Arts,,
1894,Bachelor's Degree,Technology,,
1895,O/L,Arts,Pass,
1895,Bachelor's Degree,,,
1895,A/L,Science,Distinction,
1896,O/L,Science,Pass,
1896,Master's Degree,Arts,Distinction,
1896,Bachelor's Degree,,,
1897,A/L,Arts,,
1898,Master's Degree,Technology,,
1899,O/L,General,Pass,
1899,A/L,Technology,Distinction,
1900,O/L,General,Distinction,
1900,Bachelor's Degree,General,,
1900,A/L,Science,Pass,
1901,A/L,,Distinction,
1901,Master's Degree,,,
1901,O/L,General,Pass,
1902,A/L,,,
1903,Bachelor's Degree,Arts,Pass,
1903,Master's Degree,Commerce,Distinction,
1903,O/L,Science,Pass,
1904,Bachelor's Degree,Science,Merit,
1904,A/L,Technology,Distinction,
1904,Master's Degree,Commerce,,
1905,A/L,Technology,Merit,
1905,Bachelor's Degree,Arts,Merit,
1906,A/L,Arts,,
1906,Master's Degree,Technology,Pass,
1907,Master's Degree,Technology,Merit,
1907,O/L,Science,Merit,
1907,A/L,General,Merit,
1908,O/L,Arts,Distinction,
1908,A/L,,,
1908,Master's Degree,Arts,Pass,
1909,Bachelor's Degree,Arts,Merit,
1910,Bachelor's Degree,,Distinction,
1910,Master's Degree,Commerce,Merit,
1911,Master's Degree,Science,Distinction,
1912,Master's Degree,Arts,Merit,
1912,Bachelor's Degree,Commerce,Merit,
1912,A/L,,Pass,
1913,Master's Degree,Science,,
1913,A/L,Science,Merit,
1914,Bachelor's Degree,Science,,
1914,Master's Degree,Arts,Distinction,
1914,A/L,Technology,Pass,
1915,A/L,Technology,,
1916,A/L,General,Pass,
1916,Bachelor's Degree,Commerce,Distinction,
1916,O/L,General,Pass,
1917,Master's Degree,General,,
1918,O/L,Science,Distinction,
1918,Master's Degree,General,Merit,
1918,Bachelor's Degree,Arts,,
1919,O/L,Commerce,Merit,
1919,A/L,,,
1919,Bachelor's Degree,,,
1920,O/L,Technology,,
1920,Master's Degree,Science,Merit,
1921,Master's Degree,,Distinction,
1921,A/L,,Pass,
1922,Bachelor's Degree,,Distinction,
1922,O/L,Commerce,Distinction,
1922,Master's Degree,Technology,,
1923,Bachelor's Degree,Arts,Pass,
1924,O/L,,Distinction,
1924,A/L,General,Pass,
1925,Master's Degree,Arts,Distinction,
1926,Master's Degree,,,
1927,A/L,Technology,,
1927,Bachelor's Degree,Commerce,Pass,
1928,A/L,Science,Merit,
1929,Master's Degree,General,Merit,
1929,A/L,Commerce,Distinction,
1930,Bachelor's Degree,Science,Merit,
1930,O/L,Science,,
1930,A/L,Commerce,Merit,
1931,Master's Degree,Arts,,
1932,A/L,,Merit,
1933,O/L,Technology,Merit,
1933,Master's Degree,General,Merit,
1934,Bachelor's Degree,General,,
1934,A/L,General,Pass,
1935,Bachelor's Degree,Technology,Distinction,
1936,Bachelor's Degree,General,Merit,
1936,Master's Degree,Commerce,Pass,
1937,O/L,Science,Merit,
1938,Master's Degree,Arts,Distinction,
1938,Bachelor's Degree,General,Merit,
1938,O/L,Commerce,Distinction,
1939,O/L,General,,
1940,A/L,Science,Pass,
1941,A/L,Technology,,
1941,Master's Degree,Science,Merit,
1941,Bachelor's Degree,Science,Distinction,
1942,Master's Degree,Arts,,
1942,Bachelor's Degree,General,Pass,
1943,Bachelor's Degree,Commerce,Merit,
1944,O/L,Commerce,,
1944,Bachelor's Degree,Arts,Merit,
1944,A/L,Arts,Distinction,
1945,Master's Degree,Technology,,
1946,O/L,General,Pass,
1947,Bachelor's Degree,General,Pass,
1948,A/L,General,Merit,
1948,O/L,Science,,
1949,O/L,General,Distinction,
1950,Bachelor's Degree,Technology,Distinction,
1951,Master's Degree,,Merit,
1952,Bachelor's Degree,Technology,Merit,
1952,O/L,Commerce,Distinction,
1953,Bachelor's Degree,Science,Distinction,
1954,Bachelor's Degree,,Pass,
1954,O/L,Technology,,
1955,A/L,Commerce,,
1955,O/L,Technology,Distinction,
1956,A/L,Arts,Distinction,
1956,O/L,,Merit,
1957,A/L,,Merit,
1957,Master's Degree,Technology,,
1957,O/L,General,Merit,
1958,Bachelor's Degree,Arts,Pass,
1958,O/L,,Distinction,
1959,Bachelor's Degree,Technology,,
1959,A/L,Technology,Pass,
1959,O/L,General,,
1960,A/L,Commerce,Pass,
1960,Master's Degree,Arts,Merit,
1960,Bachelor's Degree,Science,Merit,
1961,Master's Degree,Commerce,Merit,
1961,Bachelor's Degree,Science,Merit,
1961,A/L,Commerce,,
1962,O/L,Science,Merit,
1962,Master's Degree,Arts,,
1962,Bachelor's Degree,General,Distinction,
1963,O/L,,Distinction,
1964,Master's Degree,Arts,Pass,
1964,A/L,Technology,Pass,
1965,O/L,,Distinction,
1965,Bachelor's Degree,Commerce,Merit,
1965,Master's Degree,Science,Distinction,
1966,O/L,Commerce,Merit,
1966,A/L,General,Merit,
1967,Bachelor's Degree,Science,Merit,
1967,Master's Degree,,Distinction,
1967,O/L,,Merit,
1968,Master's Degree,Technology,Pass,
1968,O/L,Science,,
1969,O/L,Arts,Distinction,
1969,A/L,Technology,Merit,
1969,Master's Degree,Commerce,,
1970,Bachelor's Degree,,Distinction,
1970,Master's Degree,General,Merit,
1971,Master's Degree,Arts,Merit,
1971,A/L,,Merit,
1972,A/L,Technology,Distinction,
1973,Master's Degree,Science,Pass,
1973,Bachelor's Degree,,,
1974,Bachelor's Degree,Commerce,Distinction,
1974,A/L,Commerce,Distinction,
1974,O/L,Science,Pass,
1975,A/L,Science,,
1975,Master's Degree,Commerce,Distinction,
1976,Master's Degree,Technology,Pass,
1977,O/L,,Distinction,
1977,Master's Degree,Commerce,,
1977,Bachelor's Degree,General,Distinction,
1978,A/L,Science,Merit,
1979,A/L,Science,Distinction,
1980,A/L,,,
1981,A/L,Arts,Pass,
1981,Bachelor's Degree,Arts,Merit,
1982,O/L,,,
1982,Bachelor's Degree,Science,Pass,
1982,A/L,Arts,,
1983,O/L,Commerce,Distinction,
1983,A/L,Commerce,Merit,
1983,Master's Degree,Science,Merit,
1984,Bachelor's Degree,Science,Merit,
1985,A/L,Arts,Distinction,
1985,O/L,Arts,,
1985,Bachelor's Degree,Commerce,Pass,
1986,A/L,General,Distinction,
1986,O/L,General,,
1987,Bachelor's Degree,,Pass,
1987,A/L,Commerce,Pass,
1988,A/L,Science,Merit,
1988,O/L,Arts,Distinction,
1988,Bachelor's Degree,General,Distinction,
1989,Master's Degree,Arts,,
1990,Bachelor's Degree,Technology,Merit,
1990,O/L,Arts,Pass,
1990,A/L,Science,,
1991,O/L,,,
1992,A/L,General,Distinction,
1993,Bachelor's Degree,Arts,Pass,
1993,Master's Degree,,,
1994,A/L,,Pass,
1994,O/L,General,Distinction,
1994,Bachelor's Degree,Science,Merit,
1995,O/L,General,Distinction,
1996,Bachelor's Degree,,,
1996,A/L,General,,
1996,Master's Degree,Science,Distinction,
1997,O/L,Technology,Pass,
1997,Bachelor's Degree,Commerce,Pass,
1998,Master's Degree,Commerce,Distinction,
1998,O/L,Science,Merit,
1998,Bachelor's Degree,Arts,Pass,
1999,Bachelor's Degree,,,
2000,A/L,General,Pass,
2000,Master's Degree,General,,
2001,A/L,,Distinction,
2002,O/L,General,Distinction,
2002,A/L,General,Pass,
2002,Master's Degree,Science,Merit,
2003,Bachelor's Degree,General,Merit,
2004,Master's Degree,Science,,
2004,Bachelor's Degree,Technology,Merit,
2005,Master's Degree,Technology,Merit,
2006,Bachelor's Degree,Commerce,Distinction,
2006,Master's Degree,Commerce,Merit,
2007,A/L,General,Merit,
2007,Master's Degree,General,Pass,
2008,Bachelor's Degree,,,
2008,O/L,General,Pass,
2008,Master's Degree,,Pass,
2009,Bachelor's Degree,Science,Pass,
2009,O/L,Science,Pass,
2009,Master's Degree,Science,Merit,
2010,O/L,Technology,,
2010,A/L,,Distinction,
2011,Bachelor's Degree,General,,
2011,A/L,General,Distinction,
2012,O/L,General,Merit,
2012,A/L,Arts,Pass,
2013,O/L,Technology,,
2013,A/L,Technology,Merit,
2013,Bachelor's Degree,Arts,,
2014,A/L,Science,,
2014,O/L,Arts,Pass,
2014,Bachelor's Degree,Technology,,
2015,Bachelor's Degree,Commerce,,
2015,A/L,Arts,Pass,
2016,O/L,,Pass,
2016,Bachelor's Degree,Technology,,
2017,Bachelor's Degree,Arts,Merit,
2018,O/L,General,,
2018,Bachelor's Degree,,,
2018,A/L,Arts,,
2019,Master's Degree,,Distinction,
2019,A/L,Arts,Pass,
2020,Bachelor's Degree,,,
2020,O/L,,,
2020,A/L,Commerce,Distinction,
2021,Master's Degree,Commerce,Pass,
2021,A/L,,Pass,
2021,Bachelor's Degree,,Merit,
2022,Bachelor's Degree,,Distinction,
2022,A/L,Commerce,Merit,
2022,O/L,Science,Pass,
2023,Bachelor's Degree,,Pass,
2023,O/L,Science,Pass,
2024,O/L,General,Pass,
2024,Master's Degree,Technology,Pass,
2025,O/L,Commerce,Distinction,
2026,A/L,Science,Merit,
2026,O/L,General,Merit,
2026,Bachelor's Degree,Technology,Merit,
2027,A/L,Commerce,,
2027,Bachelor's Degree,Science,Pass,
2027,O/L,Technology,,
2028,O/L,Science,Pass,
2028,Bachelor's Degree,Science,Pass,
2028,Master's Degree,,Distinction,
2029,O/L,Science,Pass,
2030,Master's Degree,Commerce,Merit,
2030,O/L,General,Pass,
2030,A/L,Science,Pass,
2031,Master's Degree,Science,Merit,
2031,O/L,General,,
2032,O/L,Science,Pass,
2032,A/L,Commerce,Pass,
2033,A/L,,Pass,
2033,Bachelor's Degree,Science,Pass,
2033,Master's Degree,Science,Pass,
2034,O/L,Arts,Pass,
2034,Master's Degree,,Merit,
2035,Master's Degree,General,Merit,
2035,O/L,Commerce,,
2035,A/L,Commerce,Distinction,
2036,Master's Degree,General,Pass,
2036,A/L,General,,
2036,O/L,Commerce,,
2037,A/L,Technology,,
2037,O/L,Science,Pass,
2038,Master's Degree,General,Distinction,
2039,A/L,Commerce,Merit,
2040,Bachelor's Degree,Arts,Pass,
2040,O/L,Arts,Distinction,
2040,Master's Degree,Commerce,Merit,
2041,Master's Degree,Technology,Pass,
2041,A/L,Science,Distinction,
2042,Master's Degree,,Pass,
2042,Bachelor's Degree,General,,
2043,Bachelor's Degree,Technology,Pass,
2043,Master's Degree,Science,,
2044,Master's Degree,Arts,Pass,
2045,O/L,,Merit,
2045,Bachelor's Degree,Science,Merit,
2046,Master's Degree,Commerce,Merit,
2046,A/L,,Distinction,
2046,Bachelor's Degree,Arts,,
2047,Master's Degree,,Merit,
2048,Bachelor's Degree,,Pass,
2049,A/L,Technology,Merit,
2050,O/L,Arts,Merit,
2050,Bachelor's Degree,Commerce,Distinction,
2051,O/L,Technology,Merit,
2051,A/L,Technology,Distinction,
2052,Master's Degree,Science,Merit,
2053,A/L,Arts,Distinction,
2053,Master's Degree,Technology,Distinction,
2053,Bachelor's Degree,General,Distinction,
2054,O/L,General,Merit,
2054,Master's Degree,Arts,Pass,
2055,A/L,Technology,Pass,
2055,Master's Degree,Arts,Merit,
2056,Bachelor's Degree,General,,
2056,A/L,Technology,Distinction,
2057,A/L,Commerce,Distinction,
2057,Master's Degree,General,Pass,
2057,Bachelor's Degree,Technology,,
2058,A/L,Commerce,,
2058,Bachelor's Degree,Commerce,Distinction,
2058,Master's Degree,General,,
2059,O/L,Technology,Distinction,
2059,A/L,Commerce,Pass,
2059,Bachelor's Degree,Technology,Pass,
2060,A/L,Arts,Distinction,
2061,A/L,General,Distinction,
2061,Master's Degree,Science,,
2061,Bachelor's Degree,Science,Merit,
2062,A/L,Arts,Pass,
2062,Master's Degree,Commerce,Distinction,
2062,Bachelor's Degree,Commerce,,
2063,A/L,Technology,Pass,
2063,Master's Degree,Science,Merit,
2063,Bachelor's Degree,Commerce,Merit,
2064,A/L,Commerce,Merit,
2064,Master's Degree,Science,,
2065,Master's Degree,Commerce,Merit,
2065,O/L,,,
2065,Bachelor's Degree,Technology,Distinction,
2066,O/L,,Merit,
2066,Master's Degree,Commerce,,
2066,Bachelor's Degree,Arts,,
2067,A/L,Technology,,
2068,Bachelor's Degree,Science,,
2068,A/L,Arts,Merit,
2069,A/L,,Merit,
2070,Master's Degree,Arts,,
2070,O/L,General,Distinction,
2070,A/L,General,,
2071,Bachelor's Degree,Technology,Pass,
2071,O/L,,Distinction,
2072,Bachelor's Degree,Technology,Pass,
2073,A/L,Science,Distinction,
2074,A/L,Technology,Merit,
2074,Master's Degree,General,Merit,
2074,Bachelor's Degree,Science,Merit,
2075,A/L,Arts,Pass,
2076,Master's Degree,Science,Pass,
2076,Bachelor's Degree,Science,Distinction,
2077,A/L,Commerce,Pass,
2077,Bachelor's Degree,,Distinction,
2078,Bachelor's Degree,,Pass,
2079,O/L,Technology,Merit,
2080,A/L,Commerce,Distinction,
2081,Master's Degree,Science,Merit,
2081,A/L,Arts,Distinction,
2082,Master's Degree,Science,Merit,
2082,A/L,,Merit,
2083,O/L,Technology,,
2083,Master's Degree,Science,,
2084,Master's Degree,Arts,Pass,
2084,O/L,,Pass,
2085,Master's Degree,,Merit,
2086,O/L,Science,Merit,
2086,A/L,Technology,Distinction,
2087,Bachelor's Degree,Science,Distinction,
2087,Master's Degree,General,Distinction,
2087,O/L,General,Pass,
2088,Bachelor's Degree,Arts,Distinction,
2089,Bachelor's Degree,,Pass,
2089,Master's Degree,,Distinction,
2090,O/L,Commerce,Pass,
2091,A/L,Technology,Distinction,
