PersonalID,ExamName,SubjectStream,Year,Subject1,Result1,Subject2,Result2,Subject3,Result3,Subject4,Result4
3167,ALevel,Technology,2011,Technology Subject 1,B,Technology Subject 4,A,Technology Subject 2,S,Technology Subject 3,B
3168,ALevel,Science,2014,Science Subject 1,W,Science Subject 3,F,Science Subject 2,C,,
3171,ALevel,Science,1980,Science Subject 4,C,Science Subject 3,W,Science Subject 1,B,Science Subject 2,C
3172,ALevel,Arts,2008,Arts Subject 2,A,Arts Subject 3,B,Arts Subject 4,F,Arts Subject 1,W
3177,ALevel,Science,2021,Science Subject 4,A,Science Subject 2,S,Science Subject 3,W,Science Subject 1,W
3179,ALevel,Arts,1982,Arts Subject 3,A,Arts Subject 4,A,Arts Subject 2,C,,
3182,ALevel,Commerce,2002,Commerce Subject 4,C,Commerce Subject 2,A,Commerce Subject 1,A,,
3183,ALevel,Commerce,2025,Commerce Subject 4,A,Commerce Subject 3,C,Commerce Subject 1,A,,
3184,ALevel,Arts,1998,Arts Subject 1,B,Arts Subject 2,F,Arts Subject 4,F,Arts Subject 3,W
3193,ALevel,Commerce,2018,Commerce Subject 1,S,Commerce Subject 3,A,Commerce Subject 4,W,,
3195,ALevel,Technology,1997,Technology Subject 2,A,Technology Subject 1,A,Technology Subject 4,S,,
3197,ALevel,Technology,1987,Technology Subject 1,F,Technology Subject 2,F,Technology Subject 3,S,,
3198,ALevel,Commerce,1996,Commerce Subject 2,C,Commerce Subject 3,S,Commerce Subject 1,C,Commerce Subject 4,B
3199,ALevel,Technology,1989,Technology Subject 2,A,Technology Subject 4,W,Technology Subject 1,W,,
3200,ALevel,Arts,1993,Arts Subject 4,S,Arts Subject 1,F,Arts Subject 2,A,,
3201,ALevel,Science,1993,Science Subject 4,W,Science Subject 2,W,Science Subject 1,A,,
3203,ALevel,Arts,1993,Arts Subject 4,S,Arts Subject 2,A,Arts Subject 1,F,Arts Subject 3,B
3204,ALevel,Science,1998,Science Subject 4,S,Science Subject 1,C,Science Subject 2,W,,
3205,ALevel,Arts,2000,Arts Subject 2,F,Arts Subject 4,A,Arts Subject 1,A,Arts Subject 3,C
3208,ALevel,Arts,1987,Arts Subject 4,B,Arts Subject 3,A,Arts Subject 2,B,,
3210,ALevel,Science,1984,Science Subject 2,F,Science Subject 3,W,Science Subject 4,F,Science Subject 1,C
3211,ALevel,Commerce,2006,Commerce Subject 3,A,Commerce Subject 2,B,Commerce Subject 1,B,Commerce Subject 4,S
3216,ALevel,Commerce,2016,Commerce Subject 4,A,Commerce Subject 3,C,Commerce Subject 1,C,Commerce Subject 2,F
3220,ALevel,Arts,1987,Arts Subject 4,S,Arts Subject 1,A,Arts Subject 3,A,,
3222,ALevel,Arts,2024,Arts Subject 4,A,Arts Subject 3,C,Arts Subject 1,S,Arts Subject 2,S
3223,ALevel,Science,2022,Science Subject 3,F,Science Subject 4,W,Science Subject 2,F,,
3227,ALevel,Commerce,1982,Commerce Subject 3,W,Commerce Subject 2,C,Commerce Subject 1,S,Commerce Subject 4,S
3236,ALevel,Technology,1990,Technology Subject 1,W,Technology Subject 2,C,Technology Subject 3,W,Technology Subject 4,A
3238,ALevel,Science,1998,Science Subject 4,B,Science Subject 3,W,Science Subject 1,F,Science Subject 2,S
3241,ALevel,Technology,2008,Technology Subject 2,C,Technology Subject 4,A,Technology Subject 1,F,,
3250,ALevel,Science,1988,Science Subject 1,A,Science Subject 2,W,Science Subject 4,S,,
3251,ALevel,Commerce,1985,Commerce Subject 2,S,Commerce Subject 4,A,Commerce Subject 3,W,Commerce Subject 1,A
3253,ALevel,Commerce,2017,Commerce Subject 4,B,Commerce Subject 3,F,Commerce Subject 1,W,,
3254,ALevel,Commerce,2018,Commerce Subject 2,W,Commerce Subject 1,W,Commerce Subject 4,F,,
3258,ALevel,Arts,2021,Arts Subject 1,A,Arts Subject 4,A,Arts Subject 3,B,,
3259,ALevel,Technology,2013,Technology Subject 3,F,Technology Subject 1,S,Technology Subject 4,S,,
3261,ALevel,Arts,1985,Arts Subject 2,W,Arts Subject 1,F,Arts Subject 3,S,,
3268,ALevel,Arts,1983,Arts Subject 1,C,Arts Subject 4,S,Arts Subject 2,B,Arts Subject 3,C
3270,ALevel,Technology,2000,Technology Subject 1,B,Technology Subject 3,B,Technology Subject 4,S,,
3273,ALevel,Science,1987,Science Subject 4,S,Science Subject 3,S,Science Subject 2,B,,
3274,ALevel,Technology,2011,Technology Subject 4,A,Technology Subject 3,W,Technology Subject 1,A,Technology Subject 2,C
3279,ALevel,Arts,2017,Arts Subject 3,W,Arts Subject 2,S,Arts Subject 4,F,,
3280,ALevel,Commerce,1990,Commerce Subject 1,A,Commerce Subject 3,B,Commerce Subject 2,S,,
3281,ALevel,Arts,2010,Arts Subject 1,W,Arts Subject 4,B,Arts Subject 2,W,Arts Subject 3,W
3283,ALevel,Science,1990,Science Subject 1,A,Science Subject 4,A,Science Subject 3,A,,
3284,ALevel,Science,2023,Science Subject 4,A,Science Subject 2,C,Science Subject 3,B,Science Subject 1,S
3292,ALevel,Technology,2007,Technology Subject 1,C,Technology Subject 4,C,Technology Subject 3,C,Technology Subject 2,W
3294,ALevel,Technology,1997,Technology Subject 3,S,Technology Subject 2,S,Technology Subject 4,C,Technology Subject 1,F
3295,ALevel,Science,1984,Science Subject 3,B,Science Subject 1,S,Science Subject 4,C,,
3298,ALevel,Commerce,2005,Commerce Subject 3,S,Commerce Subject 1,F,Commerce Subject 4,C,Commerce Subject 2,A
3301,ALevel,Science,1982,Science Subject 4,F,Science Subject 1,C,Science Subject 2,B,Science Subject 3,B
3303,ALevel,Science,1987,Science Subject 1,F,Science Subject 2,S,Science Subject 3,A,Science Subject 4,A
3305,ALevel,Science,2001,Science Subject 1,C,Science Subject 3,A,Science Subject 4,B,,
3308,ALevel,Science,2014,Science Subject 4,C,Science Subject 1,B,Science Subject 3,W,Science Subject 2,A
3313,ALevel,Commerce,2022,Commerce Subject 1,A,Commerce Subject 3,F,Commerce Subject 2,S,,
3315,ALevel,Science,1980,Science Subject 3,S,Science Subject 2,C,Science Subject 4,B,,
3318,ALevel,Arts,1995,Arts Subject 3,A,Arts Subject 1,A,Arts Subject 4,A,Arts Subject 2,B
3319,ALevel,Science,2001,Science Subject 1,A,Science Subject 2,C,Science Subject 3,F,Science Subject 4,W
3320,ALevel,Commerce,2004,Commerce Subject 4,B,Commerce Subject 3,F,Commerce Subject 1,W,,
3321,ALevel,Technology,2020,Technology Subject 1,C,Technology Subject 2,F,Technology Subject 3,S,Technology Subject 4,S
3323,ALevel,Technology,2016,Technology Subject 3,C,Technology Subject 4,S,Technology Subject 1,A,Technology Subject 2,W
3330,ALevel,Arts,1997,Arts Subject 2,B,Arts Subject 3,F,Arts Subject 1,F,Arts Subject 4,B
3334,ALevel,Science,2020,Science Subject 1,S,Science Subject 2,B,Science Subject 3,F,Science Subject 4,S
3335,ALevel,Commerce,2008,Commerce Subject 3,B,Commerce Subject 1,W,Commerce Subject 2,B,,
3337,ALevel,Science,1983,Science Subject 1,S,Science Subject 4,B,Science Subject 2,A,Science Subject 3,W
3339,ALevel,Technology,2001,Technology Subject 4,B,Technology Subject 2,W,Technology Subject 3,F,,
3346,ALevel,Arts,1996,Arts Subject 4,B,Arts Subject 1,F,Arts Subject 2,B,,
3349,ALevel,Arts,2005,Arts Subject 4,F,Arts Subject 2,S,Arts Subject 3,W,,
3350,ALevel,Science,2017,Science Subject 2,W,Science Subject 1,A,Science Subject 4,C,Science Subject 3,W
3351,ALevel,Commerce,2024,Commerce Subject 4,B,Commerce Subject 1,F,Commerce Subject 3,C,,
3352,ALevel,Technology,2022,Technology Subject 4,W,Technology Subject 2,F,Technology Subject 1,W,,
3353,ALevel,Commerce,2021,Commerce Subject 4,B,Commerce Subject 3,A,Commerce Subject 1,W,,
3354,ALevel,Technology,2011,Technology Subject 3,S,Technology Subject 1,W,Technology Subject 2,A,,
3355,ALevel,Commerce,1986,Commerce Subject 3,C,Commerce Subject 1,F,Commerce Subject 2,A,,
3364,ALevel,Science,2014,Science Subject 1,A,Science Subject 3,F,Science Subject 4,B,,
3369,ALevel,Technology,2022,Technology Subject 2,F,Technology Subject 4,W,Technology Subject 1,C,,
3370,ALevel,Arts,1983,Arts Subject 3,F,Arts Subject 4,A,Arts Subject 2,S,Arts Subject 1,F
3374,ALevel,Arts,2023,Arts Subject 1,A,Arts Subject 3,C,Arts Subject 2,S,Arts Subject 4,A
3377,ALevel,Technology,1983,Technology Subject 2,W,Technology Subject 1,S,Technology Subject 4,B,Technology Subject 3,B
3378,ALevel,Commerce,2007,Commerce Subject 1,F,Commerce Subject 3,S,Commerce Subject 4,C,Commerce Subject 2,B
3380,ALevel,Arts,2011,Arts Subject 4,A,Arts Subject 3,B,Arts Subject 1,S,,
3381,ALevel,Science,1986,Science Subject 3,W,Science Subject 4,A,Science Subject 1,W,Science Subject 2,C
3383,ALevel,Commerce,2019,Commerce Subject 2,A,Commerce Subject 3,S,Commerce Subject 4,S,Commerce Subject 1,F
3384,ALevel,Commerce,2014,Commerce Subject 1,C,Commerce Subject 2,A,Commerce Subject 3,C,,
3392,ALevel,Commerce,1988,Commerce Subject 4,F,Commerce Subject 2,B,Commerce Subject 1,A,,
3394,ALevel,Commerce,1988,Commerce Subject 3,B,Commerce Subject 1,F,Commerce Subject 4,C,Commerce Subject 2,S
3400,ALevel,Arts,2004,Arts Subject 1,B,Arts Subject 3,B,Arts Subject 2,A,,
3401,ALevel,Arts,2003,Arts Subject 1,S,Arts Subject 3,A,Arts Subject 2,A,,
3403,ALevel,Science,1996,Science Subject 1,A,Science Subject 4,C,Science Subject 3,B,Science Subject 2,C
3407,ALevel,Commerce,2002,Commerce Subject 1,F,Commerce Subject 3,B,Commerce Subject 4,F,Commerce Subject 2,S
3408,ALevel,Science,1993,Science Subject 4,C,Science Subject 2,W,Science Subject 3,B,Science Subject 1,C
3409,ALevel,Technology,2002,Technology Subject 4,W,Technology Subject 3,W,Technology Subject 1,S,Technology Subject 2,A
3410,ALevel,Technology,1981,Technology Subject 2,B,Technology Subject 1,B,Technology Subject 4,C,,
3411,ALevel,Technology,2022,Technology Subject 3,S,Technology Subject 2,A,Technology Subject 1,A,,
3419,ALevel,Commerce,2015,Commerce Subject 1,C,Commerce Subject 2,C,Commerce Subject 4,F,Commerce Subject 3,C
3421,ALevel,Commerce,2005,Commerce Subject 4,C,Commerce Subject 2,A,Commerce Subject 3,W,Commerce Subject 1,C
3423,ALevel,Technology,2003,Technology Subject 2,S,Technology Subject 4,C,Technology Subject 1,A,,
3425,ALevel,Commerce,1988,Commerce Subject 3,B,Commerce Subject 4,A,Commerce Subject 1,S,,
3431,ALevel,Science,2017,Science Subject 1,S,Science Subject 3,A,Science Subject 2,F,,
3432,ALevel,Technology,2004,Technology Subject 1,F,Technology Subject 4,F,Technology Subject 3,W,Technology Subject 2,S
3434,ALevel,Science,2010,Science Subject 2,C,Science Subject 3,S,Science Subject 4,F,,
3435,ALevel,Commerce,1999,Commerce Subject 4,B,Commerce Subject 1,A,Commerce Subject 3,W,Commerce Subject 2,F
3440,ALevel,Technology,1996,Technology Subject 1,W,Technology Subject 2,B,Technology Subject 4,C,Technology Subject 3,F
3442,ALevel,Commerce,2007,Commerce Subject 2,W,Commerce Subject 1,S,Commerce Subject 4,B,Commerce Subject 3,B
3444,ALevel,Technology,2013,Technology Subject 4,W,Technology Subject 2,S,Technology Subject 1,B,,
3445,ALevel,Science,1993,Science Subject 2,F,Science Subject 1,A,Science Subject 4,A,Science Subject 3,B
3446,ALevel,Science,1982,Science Subject 3,C,Science Subject 2,F,Science Subject 1,B,,
3449,ALevel,Arts,1996,Arts Subject 4,W,Arts Subject 3,B,Arts Subject 2,C,,
3453,ALevel,Science,2006,Science Subject 4,F,Science Subject 2,B,Science Subject 1,B,,
3455,ALevel,Science,2017,Science Subject 3,S,Science Subject 4,F,Science Subject 2,C,,
3458,ALevel,Commerce,1990,Commerce Subject 4,W,Commerce Subject 1,W,Commerce Subject 2,C,,
3459,ALevel,Commerce,1998,Commerce Subject 1,B,Commerce Subject 3,B,Commerce Subject 2,F,Commerce Subject 4,S
3461,ALevel,Science,2018,Science Subject 3,F,Science Subject 2,W,Science Subject 4,F,Science Subject 1,S
3462,ALevel,Commerce,1981,Commerce Subject 3,B,Commerce Subject 2,B,Commerce Subject 4,C,Commerce Subject 1,S
3463,ALevel,Arts,2008,Arts Subject 2,W,Arts Subject 4,S,Arts Subject 3,S,Arts Subject 1,W
3464,ALevel,Science,2008,Science Subject 2,F,Science Subject 1,C,Science Subject 4,A,Science Subject 3,S
3466,ALevel,Technology,2010,Technology Subject 4,W,Technology Subject 1,F,Technology Subject 3,W,Technology Subject 2,C
3472,ALevel,Commerce,1995,Commerce Subject 2,B,Commerce Subject 3,B,Commerce Subject 4,W,,
3475,ALevel,Commerce,1982,Commerce Subject 2,C,Commerce Subject 4,C,Commerce Subject 3,S,Commerce Subject 1,S
3476,ALevel,Arts,2016,Arts Subject 2,W,Arts Subject 4,S,Arts Subject 1,B,,
3478,ALevel,Technology,1983,Technology Subject 3,F,Technology Subject 4,C,Technology Subject 1,F,,
3484,ALevel,Commerce,2023,Commerce Subject 3,B,Commerce Subject 4,B,Commerce Subject 1,F,,
3485,ALevel,Arts,2002,Arts Subject 1,A,Arts Subject 2,B,Arts Subject 4,W,,
3487,ALevel,Technology,2023,Technology Subject 3,B,Technology Subject 4,S,Technology Subject 1,W,,
3491,ALevel,Arts,2002,Arts Subject 4,S,Arts Subject 3,W,Arts Subject 2,A,Arts Subject 1,S
3495,ALevel,Arts,1998,Arts Subject 1,A,Arts Subject 2,S,Arts Subject 3,B,Arts Subject 4,W
3496,ALevel,Commerce,2000,Commerce Subject 3,W,Commerce Subject 2,C,Commerce Subject 1,S,Commerce Subject 4,F
3499,ALevel,Commerce,2006,Commerce Subject 4,W,Commerce Subject 3,B,Commerce Subject 2,F,Commerce Subject 1,A
3501,ALevel,Commerce,1984,Commerce Subject 1,S,Commerce Subject 2,A,Commerce Subject 4,B,Commerce Subject 3,W
3502,ALevel,Technology,2006,Technology Subject 2,C,Technology Subject 4,S,Technology Subject 3,A,Technology Subject 1,B
3504,ALevel,Commerce,2007,Commerce Subject 1,C,Commerce Subject 2,C,Commerce Subject 4,B,Commerce Subject 3,A
3505,ALevel,Science,1985,Science Subject 3,S,Science Subject 4,F,Science Subject 2,A,Science Subject 1,F
3506,ALevel,Science,2020,Science Subject 1,F,Science Subject 4,B,Science Subject 3,B,Science Subject 2,S
3508,ALevel,Commerce,1990,Commerce Subject 3,W,Commerce Subject 4,W,Commerce Subject 1,S,,
3510,ALevel,Arts,2001,Arts Subject 2,A,Arts Subject 1,W,Arts Subject 3,A,,
3512,ALevel,Commerce,1983,Commerce Subject 4,A,Commerce Subject 1,S,Commerce Subject 2,B,Commerce Subject 3,S
3514,ALevel,Technology,2012,Technology Subject 2,B,Technology Subject 4,C,Technology Subject 1,S,Technology Subject 3,S
3517,ALevel,Technology,1992,Technology Subject 3,S,Technology Subject 2,B,Technology Subject 1,C,,
3518,ALevel,Technology,1994,Technology Subject 3,F,Technology Subject 1,B,Technology Subject 4,W,Technology Subject 2,W
3519,ALevel,Science,1988,Science Subject 2,S,Science Subject 4,W,Science Subject 1,C,Science Subject 3,W
3521,ALevel,Science,1996,Science Subject 3,W,Science Subject 1,F,Science Subject 2,S,Science Subject 4,A
3524,ALevel,Science,1994,Science Subject 3,B,Science Subject 1,A,Science Subject 2,S,Science Subject 4,A
3530,ALevel,Arts,2020,Arts Subject 4,W,Arts Subject 2,W,Arts Subject 3,B,,
3532,ALevel,Arts,1998,Arts Subject 2,F,Arts Subject 4,B,Arts Subject 1,B,,
3535,ALevel,Science,1987,Science Subject 4,B,Science Subject 1,W,Science Subject 3,W,,
3537,ALevel,Commerce,1988,Commerce Subject 2,C,Commerce Subject 1,W,Commerce Subject 3,C,,
3538,ALevel,Science,2010,Science Subject 3,W,Science Subject 2,A,Science Subject 4,F,,
3548,ALevel,Commerce,1997,Commerce Subject 3,C,Commerce Subject 2,W,Commerce Subject 4,W,Commerce Subject 1,W
3549,ALevel,Technology,2003,Technology Subject 2,C,Technology Subject 1,B,Technology Subject 3,W,,
3553,ALevel,Arts,1992,Arts Subject 4,W,Arts Subject 2,C,Arts Subject 1,C,Arts Subject 3,A
3559,ALevel,Technology,1984,Technology Subject 1,A,Technology Subject 3,A,Technology Subject 4,W,Technology Subject 2,A
3563,ALevel,Commerce,2018,Commerce Subject 1,F,Commerce Subject 2,A,Commerce Subject 4,S,Commerce Subject 3,W
3565,ALevel,Technology,2020,Technology Subject 4,B,Technology Subject 2,B,Technology Subject 3,A,,
3566,ALevel,Commerce,1998,Commerce Subject 2,A,Commerce Subject 4,F,Commerce Subject 1,A,Commerce Subject 3,C
3567,ALevel,Arts,1980,Arts Subject 2,S,Arts Subject 1,C,Arts Subject 3,S,,
3569,ALevel,Science,1990,Science Subject 3,W,Science Subject 2,W,Science Subject 4,S,Science Subject 1,C
3571,ALevel,Commerce,2005,Commerce Subject 2,C,Commerce Subject 3,B,Commerce Subject 1,S,Commerce Subject 4,B
3572,ALevel,Arts,2005,Arts Subject 3,B,Arts Subject 4,A,Arts Subject 1,W,,
3573,ALevel,Arts,2018,Arts Subject 4,B,Arts Subject 1,A,Arts Subject 3,A,,
3577,ALevel,Commerce,1990,Commerce Subject 2,B,Commerce Subject 3,C,Commerce Subject 4,C,Commerce Subject 1,S
3578,ALevel,Technology,1996,Technology Subject 2,C,Technology Subject 4,S,Technology Subject 1,B,Technology Subject 3,A
3581,ALevel,Technology,2002,Technology Subject 2,W,Technology Subject 3,S,Technology Subject 1,F,Technology Subject 4,S
3583,ALevel,Science,1984,Science Subject 4,C,Science Subject 3,B,Science Subject 2,S,,
3584,ALevel,Commerce,1988,Commerce Subject 4,W,Commerce Subject 3,F,Commerce Subject 2,F,,
3586,ALevel,Science,1991,Science Subject 4,S,Science Subject 2,A,Science Subject 3,S,,
3592,ALevel,Science,2014,Science Subject 4,F,Science Subject 2,A,Science Subject 3,S,,
3594,ALevel,Technology,2000,Technology Subject 2,A,Technology Subject 4,A,Technology Subject 3,F,,
3598,ALevel,Technology,2008,Technology Subject 1,W,Technology Subject 4,F,Technology Subject 2,F,Technology Subject 3,C
3600,ALevel,Science,1986,Science Subject 2,W,Science Subject 4,W,Science Subject 1,W,,
3601,ALevel,Arts,1993,Arts Subject 2,C,Arts Subject 3,F,Arts Subject 4,C,,
3602,ALevel,Technology,2017,Technology Subject 3,F,Technology Subject 4,A,Technology Subject 1,A,,
3603,ALevel,Arts,2016,Arts Subject 4,C,Arts Subject 1,A,Arts Subject 2,W,Arts Subject 3,B
3604,ALevel,Arts,2016,Arts Subject 4,W,Arts Subject 2,W,Arts Subject 1,B,,
3605,ALevel,Commerce,1999,Commerce Subject 2,F,Commerce Subject 3,C,Commerce Subject 4,A,,
3608,ALevel,Technology,2001,Technology Subject 4,C,Technology Subject 1,A,Technology Subject 3,F,,
3610,ALevel,Technology,1986,Technology Subject 4,S,Technology Subject 2,W,Technology Subject 3,F,Technology Subject 1,W
3611,ALevel,Technology,2017,Technology Subject 3,S,Technology Subject 4,A,Technology Subject 1,S,Technology Subject 2,A
3613,ALevel,Commerce,2003,Commerce Subject 4,A,Commerce Subject 1,A,Commerce Subject 3,B,,
3614,ALevel,Commerce,1981,Commerce Subject 1,S,Commerce Subject 3,W,Commerce Subject 4,A,,
3616,ALevel,Science,2017,Science Subject 2,S,Science Subject 3,B,Science Subject 4,A,,
3621,ALevel,Science,1988,Science Subject 1,F,Science Subject 2,F,Science Subject 3,B,Science Subject 4,B
3622,ALevel,Commerce,1988,Commerce Subject 1,C,Commerce Subject 3,W,Commerce Subject 2,B,Commerce Subject 4,W
3627,ALevel,Science,2019,Science Subject 4,W,Science Subject 1,F,Science Subject 3,W,,
3628,ALevel,Technology,2020,Technology Subject 1,A,Technology Subject 4,S,Technology Subject 3,C,Technology Subject 2,S
3629,ALevel,Science,2015,Science Subject 3,W,Science Subject 1,B,Science Subject 2,S,Science Subject 4,B
3630,ALevel,Arts,1983,Arts Subject 4,S,Arts Subject 1,C,Arts Subject 3,A,Arts Subject 2,A
3634,ALevel,Science,2003,Science Subject 4,A,Science Subject 3,A,Science Subject 2,F,,
3635,ALevel,Science,2023,Science Subject 1,C,Science Subject 2,A,Science Subject 4,A,Science Subject 3,C
3637,ALevel,Technology,2018,Technology Subject 4,B,Technology Subject 2,C,Technology Subject 1,F,,
3640,ALevel,Arts,2023,Arts Subject 2,S,Arts Subject 4,C,Arts Subject 1,S,,
3642,ALevel,Science,2020,Science Subject 3,W,Science Subject 1,S,Science Subject 4,C,,
3648,ALevel,Arts,2015,Arts Subject 1,W,Arts Subject 3,B,Arts Subject 2,B,Arts Subject 4,S
3651,ALevel,Commerce,2024,Commerce Subject 2,F,Commerce Subject 1,F,Commerce Subject 4,S,,
3654,ALevel,Commerce,2007,Commerce Subject 4,A,Commerce Subject 1,C,Commerce Subject 2,W,Commerce Subject 3,C
3655,ALevel,Commerce,1982,Commerce Subject 2,S,Commerce Subject 4,S,Commerce Subject 1,B,,
3658,ALevel,Science,1985,Science Subject 1,W,Science Subject 4,B,Science Subject 3,A,Science Subject 2,S
3659,ALevel,Arts,1992,Arts Subject 4,C,Arts Subject 1,W,Arts Subject 3,W,,
3660,ALevel,Arts,2013,Arts Subject 3,A,Arts Subject 2,B,Arts Subject 1,F,,
3661,ALevel,Science,2003,Science Subject 2,C,Science Subject 3,C,Science Subject 1,W,,
3666,ALevel,Commerce,1984,Commerce Subject 4,W,Commerce Subject 2,B,Commerce Subject 1,A,,
3667,ALevel,Arts,2019,Arts Subject 3,F,Arts Subject 2,S,Arts Subject 4,A,,
3671,ALevel,Arts,2014,Arts Subject 2,A,Arts Subject 3,W,Arts Subject 4,A,,
3673,ALevel,Arts,2025,Arts Subject 1,S,Arts Subject 4,W,Arts Subject 2,C,Arts Subject 3,B
3676,ALevel,Science,1985,Science Subject 3,W,Science Subject 1,C,Science Subject 4,S,Science Subject 2,B
3678,ALevel,Commerce,2012,Commerce Subject 4,F,Commerce Subject 2,S,Commerce Subject 3,B,Commerce Subject 1,F
3683,ALevel,Arts,1989,Arts Subject 1,C,Arts Subject 3,S,Arts Subject 2,C,Arts Subject 4,S
3693,ALevel,Science,1989,Science Subject 3,A,Science Subject 2,C,Science Subject 4,C,Science Subject 1,A
3694,ALevel,Commerce,2023,Commerce Subject 1,F,Commerce Subject 3,F,Commerce Subject 2,C,Commerce Subject 4,S
3696,ALevel,Arts,2018,Arts Subject 4,A,Arts Subject 1,C,Arts Subject 3,B,Arts Subject 2,A
