EmploymentID,PersonalID,EmploymentType,EmploymentSector,Employer,Country,Occupation,SkillsUsed,StartDate,EndDate,DurationMonths
3373,2165,Previous,Security Services,Gem Inc,South Korea,Driver,Customer Service,2013-10-23,2020-07-31,81.0
3374,2165,Current,Manufacturing,Island Solutions,Malaysia,House Driver,Excel;Vehicle Maintenance,2017-10-27,,
3375,2166,Previous,Retail & Sales,Tea Ltd,Saudi Arabia,Welder,Sewing;Delivery Driving;Construction Supervision,2017-03-09,2022-11-14,68.0
3376,2166,Current,Retail & Sales,Sri Pvt,Saudi Arabia,Welder,Excel;Cooking;Security Guarding,2022-02-16,,
3377,2166,Previous,Education & Training,Hotel Enterprises,Saudi Arabia,Welder,Vehicle Maintenance;IT Skills,2023-04-13,2024-02-03,10.0
3378,2167,Previous,Garment & Apparel,Gem Enterprises,Qatar,Caregiver,Housekeeping,2018-11-26,2020-09-20,22.0
3379,2167,Previous,Healthcare & Nursing,Lanka Solutions,Kuwait,Caregiver,Nursing,2017-10-24,2020-09-28,35.0
3380,2167,Previous,Healthcare & Nursing,Island Co,Qatar,Caregiver,Nursing,2017-09-13,2019-12-12,27.0
3381,2169,Previous,Manufacturing,Lanka Inc,United Arab Emirates,Administrative Assistant,Home Cleaning;Hotel Housekeeping,2018-11-02,2021-12-25,37.0
3382,2171,Previous,Cleaning Services,Ceylon Plantations,Kuwait,Factory Worker,Tailoring;Nursing,2019-04-04,2023-12-10,56.0
3383,2172,Previous,Textile & Sewing,Apparel Plantations,Israel,Housemaid,Sewing,2016-08-27,2017-02-15,6.0
3384,2173,Current,Agriculture & Fishery,Lanka Corp,Saudi Arabia,House Driver,Childcare;Plumbing;Textile Machine Operation,2017-03-14,,
3385,2173,Previous,Engineering & Technical,Tech Corp,South Korea,Delivery Driver,Masonry;Retail Sales;Bar Bending,2014-10-23,2023-11-06,109.0
3386,2174,Previous,Hospitality & Tourism,Ceylon Solutions,United Kingdom,Construction Supervisor,Janitorial Skills;Vehicle Maintenance;Masonry,2017-03-06,2021-09-18,54.0
3387,2174,Previous,Construction,Sri Solutions,Saudi Arabia,Construction Supervisor,Customer Service;Janitorial Skills,2015-09-13,2018-04-01,31.0
3388,2175,Current,Education & Training,Ceylon Solutions,Qatar,General Labourer,Teaching Assistance;Electrical;Food Preparation,2023-05-31,,
3389,2175,Current,Education & Training,Island Pvt,Jordan,General Labourer,Electrical;Horticulture,2013-01-04,,
3390,2175,Current,IT & Professional Services,Apparel Ltd,Saudi Arabia,General Labourer,Packing,2014-03-12,,
3391,2176,Previous,Domestic Services,Construction Group,Japan,General Labourer,Textile Machine Operation,2021-11-30,2022-06-08,7.0
3392,2176,Previous,Domestic Services,Tea Enterprises,Qatar,General Labourer,Laundry;Electrical;Elderly Care,2018-09-22,2019-03-15,6.0
3393,2177,Previous,Retail & Sales,Sri Inc,Qatar,Waiter,Home Cleaning,2020-09-05,2023-02-23,29.0
3394,2177,Previous,Beauty & Personal Care,Lanka Enterprises,South Korea,Waiter,Beauty Therapy;Administrative Support,2023-08-10,2024-09-05,13.0
3395,2178,Previous,Domestic Services,Tea Inc,Saudi Arabia,Warehouse Worker,Garment Quality Control,2015-01-11,2016-07-04,18.0
3396,2178,Previous,Retail & Sales,Hotel Corp,United Arab Emirates,Warehouse Worker,Laundry;Caregiving;Retail Sales,2023-03-10,2023-06-09,3.0
3397,2179,Previous,Garment & Apparel,Lanka Enterprises,Singapore,Beautician,Retail Sales;Food Preparation,2016-05-24,2018-03-09,22.0
3398,2179,Previous,Facility Management,Lanka Solutions,Saudi Arabia,Beautician,Sewing;Medical Assistance,2017-09-15,2025-02-24,89.0
3399,2181,Previous,Driving & Transportation,Tea Co,Kuwait,Housemaid,Driving,2015-10-25,2024-11-12,109.0
3400,2184,Previous,Cleaning Services,Island Ltd,Qatar,Construction Helper,Garment Quality Control,2017-08-10,2023-08-09,72.0
3401,2185,Previous,Agriculture & Fishery,Island Inc,Saudi Arabia,Construction Supervisor,Health Aide,2022-04-04,2023-10-03,18.0
3402,2185,Previous,Cleaning Services,Tea Solutions,Kuwait,Construction Supervisor,Housekeeping;Bookkeeping,2023-01-04,2024-03-30,14.0
3403,2185,Previous,Agriculture & Fishery,Apparel Pvt,Qatar,Construction Supervisor,Tailoring;Security Guarding,2018-01-12,2024-06-20,77.0
3404,2186,Previous,Facility Management,Ceylon Group,Qatar,Construction Helper,Medical Assistance;Vehicle Maintenance;Beauty Therapy,2018-04-08,2025-07-21,87.0
3405,2186,Previous,Logistics & Warehousing,Gem Group,Romania,Construction Helper,Data Entry,2017-11-07,2021-08-23,45.0
3406,2186,Previous,Beauty & Personal Care,Construction Co,United Arab Emirates,Construction Helper,Packing,2023-02-09,2024-11-18,21.0
3407,2189,Previous,Engineering & Technical,Sri Corp,Bahrain,Construction Helper,Cooking;Hairdressing,2012-11-11,2013-06-27,7.0
3408,2190,Current,Domestic Services,Hotel Pvt,Oman,Hairdresser,Masonry,2020-01-29,,
3409,2190,Previous,Domestic Services,Island Plantations,Saudi Arabia,Hairdresser,Fishing;Customer Service;Excel,2022-07-10,2025-06-04,35.0
3410,2191,Current,Hospitality & Tourism,Sri Enterprises,Jordan,House Driver,Teaching Assistance;Plumbing;Makeup Artistry,2019-07-23,,
3411,2193,Previous,Security Services,Ceylon Corp,Malaysia,Technician,Patient Care;Vehicle Maintenance;Guest Relations,2017-05-22,2022-05-28,60.0
3412,2195,Previous,Logistics & Warehousing,Lanka Pvt,Saudi Arabia,Housemaid,Livestock Management;Shuttering Carpentry;Packing,2020-12-27,2021-08-14,8.0
3413,2195,Previous,Driving & Transportation,Gem Inc,Saudi Arabia,Housemaid,Driving,2013-05-12,2021-10-14,101.0
3414,2195,Previous,Engineering & Technical,Construction Inc,Qatar,Housemaid,Patient Care;Electrical,2016-08-24,2023-10-18,86.0
3415,2196,Previous,Education & Training,Tech Enterprises,Kuwait,Quality Control Inspector,Banquet Service;Elderly Care;Beauty Therapy,2020-12-20,2022-09-14,21.0
3416,2196,Previous,Garment & Apparel,Tech Group,United Arab Emirates,Quality Control Inspector,Security Guarding,2014-01-13,2023-08-27,115.0
3417,2197,Previous,Agriculture & Fishery,Tea Solutions,Saudi Arabia,Agricultural Worker,Vehicle Maintenance;Farming;Fishing,2018-03-14,2024-10-19,79.0
3418,2197,Previous,Textile & Sewing,Tech Pvt,Maldives,Agricultural Worker,Sewing,2013-09-26,2024-05-18,128.0
3419,2198,Previous,Driving & Transportation,Tea Enterprises,Saudi Arabia,General Labourer,Driving,2019-09-13,2022-11-16,38.0
3420,2200,Previous,Domestic Services,Gem Group,Saudi Arabia,Domestic Worker,Medical Assistance;Customer Service,2012-11-08,2015-08-16,33.0
3421,2200,Previous,Domestic Services,Apparel Inc,Qatar,Domestic Worker,Laundry,2015-07-01,2017-10-24,27.0
3422,2201,Previous,Hospitality & Tourism,Apparel Co,Saudi Arabia,Gardener,Heavy Vehicle Driving;Administrative Support,2017-04-03,2020-08-05,40.0
3423,2201,Previous,Hospitality & Tourism,Apparel Pvt,Kuwait,Gardener,Nursing;Logistics Coordination;Housekeeping,2018-06-14,2018-10-04,4.0
3424,2203,Previous,Construction,Construction Pvt,Romania,Construction Supervisor,Makeup Artistry;Excel;Food Preparation,2014-03-30,2018-07-14,52.0
3425,2203,Previous,Domestic Services,Construction Group,United Kingdom,Construction Supervisor,Facility Maintenance;Teaching Assistance;Food Preparation,2012-09-05,2020-07-31,94.0
3426,2204,Previous,Textile & Sewing,Sri Ltd,Kuwait,Bar Bender,Sewing,2021-02-20,2024-10-01,44.0
3427,2204,Previous,Cleaning Services,Island Enterprises,United Arab Emirates,Bar Bender,Security Guarding,2019-02-08,2020-03-24,13.0
3428,2204,Current,Cleaning Services,Lanka Plantations,Qatar,Bar Bender,Facility Maintenance;Garment Quality Control;Shuttering Carpentry,2024-04-25,,
3429,2204,Previous,Logistics & Warehousing,Hotel Plantations,Saudi Arabia,Bar Bender,Cooking,2023-12-29,2024-08-22,8.0
3430,2205,Previous,Logistics & Warehousing,Island Pvt,Qatar,Shuttering Carpenter,Administrative Support;Bookkeeping,2016-05-22,2016-05-28,1.0
3431,2207,Previous,Agriculture & Fishery,Island Plantations,Saudi Arabia,Mason,Plumbing,2021-08-01,2024-10-15,38.0
3432,2207,Previous,Cleaning Services,Hotel Ltd,Maldives,Mason,Carpentry;IT Skills;Textile Machine Operation,2018-07-15,2023-06-05,59.0
3433,2207,Previous,Cleaning Services,Tech Inc,Kuwait,Mason,Plumbing,2014-06-23,2016-07-30,25.0
3434,2208,Previous,IT & Professional Services,Ceylon Solutions,Saudi Arabia,Housemaid,Farming;Construction Supervision,2021-12-12,2025-02-25,38.0
3435,2208,Previous,Hospitality & Tourism,Tea Inc,Saudi Arabia,Housemaid,Banquet Service;Laundry,2019-04-10,2025-03-25,71.0
3436,2209,Previous,Retail & Sales,Sri Group,United Arab Emirates,Quality Control Inspector,Retail Sales;Beauty Therapy;Banquet Service,2016-10-23,2019-10-19,36.0
3437,2209,Previous,Domestic Services,Ceylon Solutions,Qatar,Quality Control Inspector,Farming,2022-05-16,2022-06-24,1.0
3438,2209,Previous,Cleaning Services,Tech Group,Romania,Quality Control Inspector,Vehicle Maintenance,2024-01-01,2025-07-31,18.0
3439,2210,Previous,Manufacturing,Apparel Group,Oman,Delivery Driver,Quality Inspection,2011-02-26,2019-01-12,95.0
3440,2210,Previous,IT & Professional Services,Gem Solutions,Malaysia,Delivery Driver,Accounting;Painting;Masonry,2015-11-18,2019-02-14,39.0
3441,2212,Current,Healthcare & Nursing,Ceylon Plantations,Serbia,Caregiver,Nursing,2022-06-06,,
3442,2212,Previous,Healthcare & Nursing,Hotel Co,Maldives,Caregiver,Nursing,2018-05-19,2023-09-08,64.0
3443,2212,Previous,Healthcare & Nursing,Hotel Solutions,Australia,Caregiver,Nursing,2019-02-14,2025-01-07,71.0
3444,2213,Previous,IT & Professional Services,Hotel Pvt,Qatar,Forklift Operator,Nursing;Vehicle Maintenance;Shuttering Carpentry,2018-12-09,2021-04-21,28.0
3445,2215,Previous,Security Services,Gem Plantations,Maldives,Construction Helper,Livestock Management;Banquet Service;Bar Bending,2017-01-29,2019-11-25,34.0
3446,2215,Current,Security Services,Tech Pvt,Qatar,Construction Helper,Administrative Support;Masonry,2011-03-17,,
3447,2216,Previous,IT & Professional Services,Hotel Pvt,Saudi Arabia,Logistics Coordinator,Hairdressing;Driving;Front Desk Operations,2020-02-05,2022-05-29,27.0
3448,2217,Previous,Construction,Tech Corp,Kuwait,Welder,Electrical,2023-03-17,2025-06-11,27.0
3449,2218,Previous,Engineering & Technical,Lanka Inc,United Arab Emirates,Engineer,Tailoring,2019-03-30,2020-02-22,11.0
3450,2218,Previous,Retail & Sales,Hotel Inc,Saudi Arabia,Engineer,Janitorial Skills;Retail Sales,2020-12-11,2022-12-09,24.0
3451,2218,Previous,Engineering & Technical,Lanka Inc,Bahrain,Engineer,Shuttering Carpentry;Concrete Mixing,2013-03-01,2019-06-09,75.0
3452,2218,Previous,Engineering & Technical,Gem Corp,Bahrain,Engineer,Fishing;Carpentry,2020-08-11,2022-08-18,24.0
3453,2219,Previous,Hospitality & Tourism,Construction Solutions,United Arab Emirates,House Driver,First Aid;Caregiving,2016-06-01,2025-01-17,103.0
3454,2220,Current,Healthcare & Nursing,Apparel Pvt,Malaysia,Caregiver,Nursing,2013-09-14,,
3455,2221,Current,Construction,Island Co,Saudi Arabia,Construction Helper,Livestock Management,2010-09-27,,
3456,2221,Previous,Engineering & Technical,Hotel Co,Saudi Arabia,Security Guard,First Aid;Bar Bending;Welding,2024-03-25,2024-10-07,7.0
3457,2222,Previous,Hospitality & Tourism,Ceylon Pvt,Kuwait,Welder,Delivery Driving,2013-06-26,2022-10-06,112.0
3458,2223,Previous,Textile & Sewing,Lanka Corp,Saudi Arabia,Maintenance Worker,Sewing,2020-06-22,2022-05-08,23.0
3459,2223,Current,Domestic Services,Tech Inc,United Arab Emirates,Maintenance Worker,Excel;Home Cleaning;Facility Maintenance,2022-07-20,,
3460,2223,Previous,Education & Training,Sri Solutions,Qatar,Maintenance Worker,Facility Maintenance;Garment Quality Control;Heavy Vehicle Driving,2022-07-29,2022-10-22,3.0
3461,2224,Previous,Garment & Apparel,Hotel Inc,Qatar,Administrative Assistant,Concrete Mixing,2010-12-20,2025-01-26,169.0
3462,2224,Current,IT & Professional Services,Hotel Group,Kuwait,Administrative Assistant,Health Aide;Hotel Housekeeping;Housekeeping,2016-12-07,,
3463,2224,Current,Retail & Sales,Tea Inc,United Arab Emirates,Administrative Assistant,Farming,2013-08-15,,
3464,2225,Previous,Logistics & Warehousing,Island Plantations,Kuwait,Hotel Housekeeper,Packing;Painting,2023-11-09,2024-12-31,13.0
3465,2228,Previous,Healthcare & Nursing,Tea Enterprises,Qatar,Construction Helper,Nursing,2023-12-06,2025-08-12,20.0
3466,2229,Previous,Garment & Apparel,Tech Corp,Romania,Nurse,Excel;Banquet Service,2020-09-05,2022-03-15,18.0
3467,2229,Previous,Domestic Services,Tech Solutions,Kuwait,Nurse,Driving;Plumbing;Scaffolding,2024-01-30,2025-03-15,14.0
3468,2230,Current,Manufacturing,Apparel Plantations,Saudi Arabia,Housemaid,Construction Supervision;Farming;Vehicle Maintenance,2022-01-05,,
3469,2230,Previous,IT & Professional Services,Apparel Solutions,Saudi Arabia,Housemaid,First Aid;Banquet Service;Food Preparation,2011-04-11,2020-07-10,111.0
3470,2230,Previous,IT & Professional Services,Sri Ltd,Kuwait,Housemaid,Electrical;Delivery Driving;Caregiving,2011-05-28,2024-08-13,159.0
3471,2230,Current,Domestic Services,Tea Corp,Kuwait,Housemaid,Accounting;Caregiving,2018-12-30,,
3472,2233,Previous,Textile & Sewing,Island Inc,United Arab Emirates,Shuttering Carpenter,Sewing,2021-03-05,2023-05-29,26.0
3473,2233,Previous,Domestic Services,Construction Co,Saudi Arabia,Shuttering Carpenter,Front Desk Operations;Masonry;Beauty Therapy,2023-08-08,2025-04-26,20.0
3474,2233,Previous,IT & Professional Services,Tea Co,Qatar,Carpenter,Retail Sales;Hotel Housekeeping,2019-11-10,2024-12-05,61.0
3475,2233,Previous,Cleaning Services,Lanka Ltd,Saudi Arabia,Carpenter,Textile Machine Operation;Front Desk Operations,2013-03-14,2025-06-25,147.0
3476,2234,Previous,Domestic Services,Construction Inc,Kuwait,Domestic Worker,Hairdressing;CCTV Monitoring;Facility Maintenance,2023-10-31,2024-07-08,9.0
3477,2235,Previous,Beauty & Personal Care,Tech Group,Saudi Arabia,Factory Worker,Cooking,2013-11-17,2022-09-09,106.0
3478,2235,Previous,Manufacturing,Island Ltd,Qatar,Factory Worker,Forklift Operation,2013-02-12,2017-09-29,55.0
3479,2237,Previous,Logistics & Warehousing,Island Ltd,Kuwait,Forklift Operator,Vehicle Maintenance;Farming,2023-07-27,2024-05-07,10.0
3480,2237,Previous,Construction,Hotel Inc,Saudi Arabia,Forklift Operator,Hotel Housekeeping;Heavy Vehicle Driving;Vehicle Maintenance,2021-11-25,2023-12-23,25.0
3481,2237,Previous,Agriculture & Fishery,Island Group,Saudi Arabia,Forklift Operator,Painting,2018-04-23,2020-06-12,26.0
3482,2238,Current,Manufacturing,Ceylon Enterprises,Kuwait,Housemaid,Data Entry,2017-04-14,,
3483,2238,Previous,Cleaning Services,Ceylon Corp,United Arab Emirates,Housemaid,Shuttering Carpentry,2014-08-08,2018-02-04,42.0
3484,2239,Current,Retail & Sales,Hotel Enterprises,South Korea,Fishery Worker,Plumbing;Carpentry;Farming,2018-01-03,,
3485,2239,Previous,Domestic Services,Sri Ltd,Qatar,Fishery Worker,Housekeeping,2019-05-16,2020-10-23,17.0
3486,2240,Current,Beauty & Personal Care,Hotel Plantations,Jordan,Barista,Heavy Vehicle Driving;Carpentry;Electrical,2018-09-19,,
3487,2242,Previous,Engineering & Technical,Gem Ltd,United Arab Emirates,Warehouse Worker,CCTV Monitoring;Childcare;Bar Bending,2016-03-21,2018-07-04,28.0
3488,2242,Previous,Cleaning Services,Tech Plantations,United Arab Emirates,Warehouse Worker,Elderly Care,2011-05-17,2020-04-25,107.0
3489,2242,Previous,IT & Professional Services,Apparel Enterprises,Saudi Arabia,Warehouse Worker,Sewing;Serving,2011-12-04,2017-05-09,65.0
3490,2245,Previous,Facility Management,Tea Ltd,Saudi Arabia,Sewing Machine Operator,Sewing,2014-04-05,2015-07-11,15.0
3491,2245,Previous,Driving & Transportation,Tea Inc,Qatar,Sewing Machine Operator,Sewing,2022-05-05,2025-01-08,32.0
3492,2247,Previous,Manufacturing,Tea Co,United Arab Emirates,Logistics Coordinator,Scaffolding;Painting;Serving,2022-04-25,2025-02-06,34.0
3493,2247,Previous,Textile & Sewing,Apparel Group,Kuwait,Logistics Coordinator,Sewing,2021-03-05,2025-05-14,50.0
3494,2248,Previous,Beauty & Personal Care,Ceylon Group,Maldives,Nursing Assistant,Nursing,2011-09-23,2016-07-27,58.0
3495,2249,Previous,Manufacturing,Construction Corp,Saudi Arabia,Carpenter,Livestock Management;First Aid;Front Desk Operations,2022-10-20,2023-02-11,4.0
3496,2250,Current,Driving & Transportation,Sri Corp,Qatar,Housemaid,Driving,2014-10-31,,
3497,2251,Previous,Security Services,Sri Plantations,Kuwait,Construction Helper,Scaffolding,2020-07-14,2024-06-02,47.0
3498,2252,Previous,Driving & Transportation,Island Ltd,Lebanon,Delivery Driver,Driving,2018-10-10,2022-10-09,48.0
3499,2252,Previous,Domestic Services,Gem Pvt,Kuwait,Delivery Driver,Garment Quality Control;Electrical;Masonry,2022-06-07,2022-10-12,4.0
3500,2252,Previous,Domestic Services,Gem Pvt,Qatar,Delivery Driver,Construction Supervision,2023-07-23,2024-09-09,14.0
3501,2253,Previous,Garment & Apparel,Gem Ltd,Lebanon,Sewing Machine Operator,Sewing,2018-08-10,2020-02-22,18.0
3502,2254,Previous,Manufacturing,Island Plantations,United Arab Emirates,Gardener,Heavy Vehicle Driving;First Aid;Front Desk Operations,2023-10-11,2024-05-25,7.0
3503,2254,Previous,Garment & Apparel,Sri Enterprises,Kuwait,Gardener,Electrical,2015-09-10,2019-06-04,45.0
3504,2255,Previous,Agriculture & Fishery,Sri Plantations,Malaysia,Delivery Driver,Carpentry;Delivery Driving,2022-07-31,2022-12-11,5.0
3505,2255,Previous,Engineering & Technical,Island Solutions,Kuwait,Delivery Driver,Front Desk Operations;MS Office,2021-08-07,2023-03-10,19.0
3506,2255,Previous,Healthcare & Nursing,Lanka Plantations,Saudi Arabia,Delivery Driver,Nursing,2012-02-22,2021-07-21,113.0
3507,2255,Previous,Beauty & Personal Care,Tech Solutions,Qatar,Delivery Driver,Quality Inspection;Tailoring;Welding,2019-09-16,2023-09-28,48.0
3508,2256,Previous,Logistics & Warehousing,Sri Pvt,United Arab Emirates,Mason,Facility Maintenance;Forklift Operation,2011-07-09,2025-07-19,168.0
3509,2256,Previous,Healthcare & Nursing,Apparel Corp,Saudi Arabia,Mason,Nursing,2019-10-13,2022-01-16,27.0
3510,2256,Current,Retail & Sales,Tea Ltd,Maldives,Mason,Excel;Plumbing;Beauty Therapy,2020-01-07,,
3511,2257,Previous,Facility Management,Apparel Corp,Saudi Arabia,Cleaner,Delivery Driving;Caregiving;Livestock Management,2022-08-07,2022-09-18,1.0
3512,2257,Current,Healthcare & Nursing,Ceylon Solutions,Saudi Arabia,Cleaner,Nursing,2014-10-28,,
3513,2259,Previous,Logistics & Warehousing,Hotel Enterprises,South Korea,General Labourer,Garment Quality Control;Hotel Housekeeping,2013-12-01,2017-07-27,43.0
3514,2259,Previous,Retail & Sales,Apparel Enterprises,Qatar,General Labourer,Housekeeping;Retail Sales;Excel,2013-05-14,2022-12-06,115.0
3515,2260,Previous,Domestic Services,Apparel Pvt,United Arab Emirates,Packing Worker,Packing,2011-11-04,2012-07-16,8.0
3516,2261,Previous,Healthcare & Nursing,Gem Group,Saudi Arabia,Hotel Housekeeper,Nursing,2023-05-24,2025-04-17,23.0
3517,2261,Previous,Domestic Services,Ceylon Corp,Sri Lanka,Hotel Housekeeper,Front Desk Operations;Plumbing;IT Skills,2021-12-31,2024-06-25,30.0
3518,2262,Previous,Cleaning Services,Hotel Ltd,Qatar,House Driver,Front Desk Operations,2023-12-15,2025-05-05,17.0
3519,2264,Previous,Construction,Tea Inc,Kuwait,Construction Helper,Childcare,2018-06-03,2019-11-05,17.0
3520,2264,Previous,Hospitality & Tourism,Lanka Plantations,Qatar,Nurse,Inventory Management;Teaching Assistance,2017-10-21,2020-07-11,33.0
3521,2265,Current,Retail & Sales,Lanka Inc,Saudi Arabia,General Labourer,Forklift Operation;Excel;Makeup Artistry,2021-10-20,,
3522,2265,Previous,Driving & Transportation,Tea Solutions,Oman,General Labourer,Driving,2023-09-11,2025-01-19,16.0
3523,2265,Previous,Retail & Sales,Tea Inc,Saudi Arabia,General Labourer,Cooking,2023-04-09,2023-10-09,6.0
3524,2266,Previous,Security Services,Apparel Ltd,Qatar,Welder,Scaffolding,2015-01-26,2022-04-14,87.0
