QualificationID,JobID,QualificationType,FieldOfStudy,MinimumGrade,OtherDetails
2591,1346,O/L,General,,
2592,1347,NVQ Level 3,Vocational,,Probation period
2593,1347,NVQ Level 4,Vocational,Pass,Requires visa
2594,1347,O/L,General,Distinction,Training provided
2595,1348,O/L,General,Pass,Requires visa
2596,1348,NVQ Level 4,Vocational,Distinction,Training provided
2597,1348,Certificate in Welding,Construction,,Requires visa
2598,1349,A/L,General,Distinction,Training provided
2599,1349,Certificate in Cooking,Hospitality,Pass,Standard contract
2600,1350,O/L,General,Distinction,Training provided
2601,1350,NVQ Level 3,Vocational,Distinction,Training provided
2602,1351,NVQ Level 2,Vocational,Pass,Standard contract
2603,1351,Certificate in Domestic Work,Domestic Services,Pass,Training provided
2604,1352,Certificate in Carpentry,Construction,Distinction,Standard contract
2605,1352,Certificate in Electrical Work,Construction,Merit,Training provided
2606,1352,Certificate in Plumbing,Construction,Pass,Standard contract
2607,1353,O/L,General,Distinction,Requires visa
2608,1353,Certificate in Caregiving,Healthcare,Merit,Probation period
2609,1353,Certificate in Domestic Work,Domestic Services,,
2610,1354,NVQ Level 3,Vocational,,
2611,1354,A/L,General,,
2612,1355,Certificate in Caregiving,Healthcare,,Training provided
2613,1356,Certificate in Welding,Construction,Distinction,Probation period
2614,1356,Certificate in Carpentry,Construction,,
2615,1356,NVQ Level 4,Vocational,Merit,Probation period
2616,1357,Certificate in Driving,Transportation,,Probation period
2617,1357,Certificate in Nursing,Healthcare,,Training provided
2618,1357,Certificate in Heavy Vehicle Operation,Transportation,Distinction,
2619,1358,Certificate in Hospitality,Hospitality,,Training provided
2620,1358,Diploma in Hospitality,Hospitality,Pass,Requires visa
2621,1359,Certificate in Plumbing,Construction,Pass,
2622,1359,NVQ Level 4,Vocational,,Probation period
2623,1360,Certificate in Caregiving,Healthcare,Merit,Standard contract
2624,1360,O/L,General,Pass,Standard contract
2625,1361,Diploma in Nursing,Healthcare,Distinction,Training provided
2626,1362,NVQ Level 2,Vocational,,Probation period
2627,1362,NVQ Level 3,Vocational,,Probation period
2628,1363,Bachelor's Degree,General,Pass,Requires visa
2629,1363,O/L,General,Distinction,Requires visa
2630,1363,A/L,General,,
2631,1364,O/L,General,,
2632,1364,Certificate in Heavy Vehicle Operation,Transportation,,Standard contract
2633,1364,Certificate in Driving,Transportation,,Standard contract
2634,1365,NVQ Level 2,Vocational,,Requires visa
2635,1365,NVQ Level 3,Vocational,Distinction,Standard contract
2636,1366,O/L,General,Distinction,Probation period
2637,1366,Diploma in Nursing,Healthcare,Distinction,
2638,1367,O/L,General,Pass,Standard contract
2639,1367,NVQ Level 3,Vocational,Distinction,Training provided
2640,1367,Certificate in Welding,Construction,Merit,Standard contract
2641,1368,NVQ Level 3,Vocational,,Requires visa
2642,1368,O/L,General,Distinction,Probation period
2643,1369,O/L,General,Distinction,Probation period
2644,1369,NVQ Level 4,Vocational,Distinction,Training provided
2645,1370,NVQ Level 2,Vocational,Merit,Requires visa
2646,1370,NVQ Level 3,Vocational,Distinction,
2647,1370,O/L,General,,Standard contract
2648,1371,Certificate in Heavy Vehicle Operation,Transportation,,Requires visa
2649,1371,O/L,General,Pass,Standard contract
2650,1371,Certificate in Driving,Transportation,Pass,Requires visa
2651,1372,A/L,General,Pass,Probation period
2652,1373,O/L,General,,Requires visa
2653,1374,Certificate in Cooking,Hospitality,Merit,Probation period
2654,1375,Certificate in Carpentry,Construction,Pass,Training provided
2655,1376,NVQ Level 3,Vocational,Distinction,Standard contract
2656,1377,NVQ Level 2,Vocational,,Requires visa
2657,1378,NVQ Level 4,Vocational,Pass,Requires visa
2658,1378,Certificate in Hospitality,Hospitality,,Standard contract
2659,1378,A/L,General,Pass,Requires visa
2660,1379,Certificate in Sewing,Textile,Merit,Requires visa
2661,1380,NVQ Level 2,Vocational,Distinction,
2662,1381,Certificate in Driving,Transportation,,Requires visa
2663,1381,O/L,General,Distinction,Probation period
2664,1381,Certificate in Heavy Vehicle Operation,Transportation,Merit,Probation period
2665,1382,O/L,General,,Training provided
2666,1383,Certificate in Nursing,Healthcare,,Probation period
2667,1383,NVQ Level 4,Vocational,,Training provided
2668,1383,NVQ Level 3,Vocational,Distinction,Probation period
2669,1384,A/L,General,,Training provided
2670,1384,O/L,General,Distinction,Requires visa
2671,1385,NVQ Level 4,Vocational,Merit,Probation period
2672,1386,O/L,General,,Standard contract
2673,1387,O/L,General,,
2674,1387,NVQ Level 4,Vocational,Merit,Training provided
2675,1388,NVQ Level 2,Vocational,Merit,Training provided
2676,1388,O/L,General,Merit,
2677,1389,O/L,General,,Training provided
2678,1389,Diploma in Nursing,Healthcare,Distinction,
2679,1390,Certificate in Plumbing,Construction,,Requires visa
2680,1390,Certificate in Welding,Construction,Distinction,Requires visa
2681,1390,NVQ Level 4,Vocational,Pass,Training provided
2682,1391,O/L,General,Distinction,Standard contract
2683,1391,NVQ Level 3,Vocational,,Requires visa
2684,1392,Certificate in Electrical Work,Construction,,Requires visa
2685,1393,O/L,General,Merit,Training provided
2686,1394,O/L,General,Pass,
2687,1394,NVQ Level 3,Vocational,,Standard contract
2688,1395,Certificate in Sewing,Textile,Distinction,Training provided
2689,1395,O/L,General,Distinction,Training provided
2690,1395,NVQ Level 4,Vocational,,Training provided
2691,1396,NVQ Level 3,Vocational,,Standard contract
2692,1396,O/L,General,Pass,Standard contract
2693,1396,NVQ Level 2,Vocational,,Standard contract
2694,1397,Certificate in Sewing,Textile,Distinction,Training provided
2695,1397,NVQ Level 3,Vocational,,Training provided
2696,1397,NVQ Level 4,Vocational,Merit,Requires visa
2697,1398,NVQ Level 2,Vocational,Distinction,Probation period
2698,1398,NVQ Level 3,Vocational,,Training provided
2699,1399,O/L,General,Distinction,Probation period
2700,1399,NVQ Level 4,Vocational,Pass,
2701,1400,Certificate in Domestic Work,Domestic Services,Merit,Training provided
2702,1400,NVQ Level 3,Vocational,Distinction,Probation period
2703,1401,NVQ Level 4,Vocational,Pass,Standard contract
2704,1401,O/L,General,Pass,
2705,1402,Certificate in Welding,Construction,Merit,Training provided
2706,1402,Certificate in Carpentry,Construction,,Training provided
2707,1402,Certificate in Masonry,Construction,,Requires visa
2708,1403,Certificate in Domestic Work,Domestic Services,Distinction,Training provided
2709,1404,O/L,General,,Standard contract
2710,1405,NVQ Level 4,Vocational,Merit,Training provided
2711,1405,NVQ Level 3,Vocational,Distinction,Requires visa
2712,1405,O/L,General,Pass,Requires visa
2713,1406,NVQ Level 3,Vocational,Pass,Requires visa
2714,1406,O/L,General,Pass,Training provided
2715,1407,O/L,General,Distinction,Requires visa
2716,1407,NVQ Level 3,Vocational,Distinction,
2717,1408,O/L,General,Distinction,Requires visa
2718,1408,A/L,General,Distinction,Standard contract
2719,1409,NVQ Level 4,Vocational,Pass,Standard contract
2720,1409,NVQ Level 3,Vocational,Distinction,Training provided
2721,1409,Certificate in Sewing,Textile,Merit,Standard contract
2722,1410,Certificate in Domestic Work,Domestic Services,Merit,Standard contract
2723,1410,O/L,General,Distinction,Training provided
2724,1410,NVQ Level 2,Vocational,,Standard contract
2725,1411,Certificate in Plumbing,Construction,,Requires visa
2726,1411,Certificate in Carpentry,Construction,,Training provided
2727,1412,NVQ Level 2,Vocational,Distinction,Requires visa
2728,1412,O/L,General,Pass,
2729,1413,O/L,General,,Probation period
2730,1413,Certificate in Heavy Vehicle Operation,Transportation,Merit,Training provided
2731,1414,Certificate in Masonry,Construction,,
2732,1414,Certificate in Sewing,Textile,Pass,Requires visa
2733,1415,NVQ Level 3,Vocational,,Requires visa
2734,1416,NVQ Level 2,Vocational,Merit,Requires visa
2735,1416,NVQ Level 3,Vocational,,Standard contract
2736,1417,NVQ Level 3,Vocational,Merit,Requires visa
2737,1417,Certificate in Caregiving,Healthcare,Pass,
2738,1418,A/L,General,,Standard contract
2739,1419,O/L,General,Pass,Probation period
2740,1419,Certificate in Domestic Work,Domestic Services,Merit,
2741,1419,NVQ Level 2,Vocational,Merit,Training provided
2742,1420,NVQ Level 3,Vocational,Pass,Probation period
2743,1420,Diploma in Nursing,Healthcare,Merit,Standard contract
2744,1420,NVQ Level 4,Vocational,Distinction,Probation period
2745,1421,Certificate in Driving,Transportation,Distinction,Standard contract
2746,1422,NVQ Level 3,Vocational,Pass,
2747,1423,Certificate in Driving,Transportation,Pass,Training provided
2748,1423,O/L,General,Distinction,
2749,1423,Certificate in Heavy Vehicle Operation,Transportation,Merit,Probation period
2750,1424,Certificate in Domestic Work,Domestic Services,Distinction,
2751,1424,O/L,General,Pass,Probation period
2752,1425,Certificate in Welding,Construction,,Standard contract
2753,1426,Certificate in Electrical Work,Construction,,
2754,1426,Certificate in Masonry,Construction,Pass,Standard contract
2755,1427,Certificate in Caregiving,Healthcare,,Standard contract
2756,1428,NVQ Level 4,Vocational,Merit,Training provided
2757,1428,O/L,General,Distinction,Standard contract
2758,1429,NVQ Level 4,Vocational,Pass,
2759,1429,Diploma in Nursing,Healthcare,Merit,Training provided
2760,1429,Certificate in Nursing,Healthcare,Distinction,Training provided
2761,1430,O/L,General,Pass,Training provided
2762,1430,NVQ Level 3,Vocational,Pass,Standard contract
2763,1430,Certificate in Carpentry,Construction,,Probation period
2764,1431,NVQ Level 2,Vocational,Distinction,Standard contract
2765,1431,O/L,General,Pass,Requires visa
2766,1432,NVQ Level 3,Vocational,Pass,Training provided
2767,1433,A/L,General,Distinction,
2768,1433,NVQ Level 3,Vocational,Pass,Training provided
2769,1433,Diploma in Nursing,Healthcare,Pass,Training provided
2770,1434,Certificate in Nursing,Healthcare,Merit,Standard contract
2771,1434,A/L,General,,Probation period
2772,1434,Diploma in Nursing,Healthcare,Pass,Standard contract
2773,1435,Certificate in Domestic Work,Domestic Services,Distinction,
2774,1436,NVQ Level 2,Vocational,Merit,Requires visa
2775,1436,Certificate in Domestic Work,Domestic Services,,Requires visa
2776,1437,NVQ Level 2,Vocational,Pass,Training provided
2777,1437,O/L,General,Pass,Probation period
2778,1438,NVQ Level 4,Vocational,Pass,Requires visa
2779,1439,Certificate in Sewing,Textile,Pass,Probation period
2780,1439,NVQ Level 4,Vocational,Pass,Requires visa
2781,1439,O/L,General,Merit,Requires visa
2782,1440,Certificate in Sewing,Textile,Merit,Standard contract
2783,1440,NVQ Level 4,Vocational,Pass,Training provided
2784,1441,O/L,General,Merit,Standard contract
2785,1442,Diploma in Hospitality,Hospitality,Merit,
2786,1442,Certificate in Hospitality,Hospitality,Pass,Training provided
2787,1442,NVQ Level 3,Vocational,Pass,
2788,1443,Certificate in Accounting,Business,Merit,
2789,1443,Certificate in Cooking,Hospitality,,
2790,1443,O/L,General,Pass,Requires visa
2791,1444,Certificate in Sewing,Textile,,Training provided
2792,1445,NVQ Level 3,Vocational,,Probation period
2793,1445,O/L,General,Merit,Training provided
2794,1446,Certificate in Caregiving,Healthcare,,Probation period
2795,1447,Certificate in Plumbing,Construction,,Probation period
2796,1447,NVQ Level 4,Vocational,Pass,Standard contract
2797,1448,NVQ Level 3,Vocational,Pass,Training provided
2798,1448,Diploma in Hospitality,Hospitality,,Probation period
2799,1449,Certificate in IT,Information Technology,,
2800,1449,A/L,General,Merit,Standard contract
2801,1450,NVQ Level 3,Vocational,Pass,Probation period
2802,1451,Diploma in Nursing,Healthcare,Merit,Probation period
2803,1451,O/L,General,,Requires visa
2804,1452,Certificate in Nursing,Healthcare,Pass,Probation period
2805,1453,NVQ Level 3,Vocational,Merit,Requires visa
2806,1454,NVQ Level 2,Vocational,Merit,Standard contract
2807,1455,NVQ Level 3,Vocational,Distinction,Probation period
2808,1456,NVQ Level 3,Vocational,Distinction,Probation period
2809,1456,O/L,General,Merit,Probation period
2810,1457,NVQ Level 4,Vocational,Pass,Training provided
2811,1457,Certificate in Cooking,Hospitality,Merit,Standard contract
2812,1457,A/L,General,,
2813,1458,Certificate in Plumbing,Construction,Pass,
2814,1458,Certificate in Masonry,Construction,Distinction,Requires visa
2815,1458,NVQ Level 4,Vocational,,Probation period
2816,1459,O/L,General,,Probation period
2817,1460,Certificate in Welding,Construction,Distinction,Training provided
2818,1461,NVQ Level 4,Vocational,Pass,Training provided
2819,1462,O/L,General,,Training provided
2820,1462,NVQ Level 2,Vocational,Pass,Probation period
2821,1462,Certificate in Caregiving,Healthcare,,Probation period
2822,1463,Certificate in Sewing,Textile,Pass,Training provided
2823,1464,O/L,General,Pass,
2824,1464,NVQ Level 3,Vocational,Merit,Requires visa
2825,1465,A/L,General,Pass,Standard contract
2826,1465,NVQ Level 4,Vocational,Merit,Training provided
2827,1466,Certificate in IT,Information Technology,Distinction,Requires visa
2828,1467,Diploma in IT,Information Technology,Merit,
2829,1467,Certificate in Plumbing,Construction,Merit,
2830,1468,NVQ Level 3,Vocational,Distinction,Standard contract
2831,1468,O/L,General,Pass,Requires visa
2832,1468,NVQ Level 4,Vocational,,
2833,1469,Certificate in Hospitality,Hospitality,Distinction,Standard contract
2834,1470,O/L,General,Pass,Probation period
2835,1470,A/L,General,,Requires visa
2836,1471,NVQ Level 3,Vocational,Merit,Probation period
2837,1471,O/L,General,,Training provided
2838,1471,Certificate in Carpentry,Construction,Merit,Training provided
2839,1472,O/L,General,Distinction,Probation period
2840,1473,Diploma in Hospitality,Hospitality,Merit,Probation period
2841,1473,Certificate in Cooking,Hospitality,,Probation period
2842,1473,NVQ Level 3,Vocational,Distinction,Requires visa
2843,1474,Certificate in Caregiving,Healthcare,Pass,
2844,1474,NVQ Level 3,Vocational,Merit,Training provided
2845,1474,Certificate in Domestic Work,Domestic Services,Merit,Requires visa
2846,1475,Certificate in Sewing,Textile,Distinction,
2847,1475,NVQ Level 4,Vocational,,
2848,1475,O/L,General,Distinction,Probation period
2849,1476,NVQ Level 4,Vocational,Pass,Probation period
2850,1476,A/L,General,Distinction,Probation period
2851,1477,NVQ Level 2,Vocational,,Probation period
2852,1478,NVQ Level 3,Vocational,,
2853,1479,NVQ Level 3,Vocational,Distinction,
2854,1479,O/L,General,,Requires visa
2855,1480,Certificate in Electrical Work,Construction,Pass,Standard contract
2856,1480,NVQ Level 3,Vocational,Merit,Requires visa
2857,1481,Certificate in Cooking,Hospitality,Merit,Requires visa
2858,1481,O/L,General,Distinction,Requires visa
2859,1481,A/L,General,,Standard contract
2860,1482,NVQ Level 2,Vocational,Distinction,
2861,1482,NVQ Level 3,Vocational,Distinction,Training provided
2862,1482,O/L,General,Distinction,Training provided
2863,1483,Certificate in Plumbing,Construction,Distinction,Probation period
2864,1483,NVQ Level 3,Vocational,Merit,Requires visa
2865,1484,NVQ Level 2,Vocational,Distinction,Requires visa
2866,1484,O/L,General,,
2867,1485,Certificate in Hospitality,Hospitality,,Standard contract
2868,1485,NVQ Level 4,Vocational,,Training provided
2869,1485,A/L,General,Pass,Standard contract
2870,1486,Certificate in Cooking,Hospitality,,
2871,1486,NVQ Level 3,Vocational,,Training provided
2872,1486,Diploma in Hospitality,Hospitality,Merit,Requires visa
2873,1487,Certificate in Plumbing,Construction,Distinction,Training provided
2874,1488,Certificate in Masonry,Construction,Merit,Probation period
2875,1489,NVQ Level 3,Vocational,Pass,Training provided
2876,1489,Certificate in Hospitality,Hospitality,Pass,Standard contract
2877,1489,NVQ Level 4,Vocational,Pass,Training provided
2878,1490,O/L,General,Merit,Probation period
2879,1491,O/L,General,Distinction,Standard contract
2880,1491,Certificate in Welding,Construction,Merit,Training provided
2881,1492,O/L,General,Merit,Requires visa
