EmploymentID,PersonalID,EmploymentSector,Employer,Country,Occupation,StartDate,EndDate,DurationMonths
1838,1502,IT & Professional Services,Island Plantations,Kuwait,Logistics Coordinator,2010-12-08,2012-09-02,22
1839,1502,Agriculture & Fishery,Lanka Plantations,United Arab Emirates,Logistics Coordinator,2015-05-08,2016-06-29,14
1840,1502,IT & Professional Services,Tech Plantations,Maldives,Logistics Coordinator,2016-07-11,2017-05-30,11
1841,1502,Facility Management,Lanka Inc,United Arab Emirates,Logistics Coordinator,2017-08-31,2019-05-26,22
1843,1511,Cleaning Services,Sri Ltd,Romania,Construction Helper,2013-05-03,2013-05-10,1
1844,1511,Engineering & Technical,Island Co,Kuwait,Construction Helper,2013-08-07,2014-08-28,13
1845,1511,Garment & Apparel,Gem Plantations,Lebanon,Construction Helper,2014-10-08,2024-01-18,113
1846,1512,Security Services,Hotel Inc,Japan,Sewing Machine Operator,2013-05-19,2014-04-16,12
1847,1512,Construction,Apparel Pvt,Maldives,Sewing Machine Operator,2018-11-12,2024-04-18,67
1848,1513,Cleaning Services,Tech Enterprises,Saudi Arabia,Cook,2016-02-03,2016-10-19,9
1849,1513,Retail & Sales,Apparel Corp,Bahrain,Cook,2016-11-30,2016-11-30,1
1850,1513,Textile & Sewing,Island Plantations,United Arab Emirates,Cook,2016-12-01,2016-12-10,1
1851,1513,IT & Professional Services,Tech Co,Saudi Arabia,Cook,2018-06-09,2019-11-20,18
1853,1514,Facility Management,Island Ltd,Saudi Arabia,Construction Helper,2011-07-07,2020-08-13,111
1854,1515,Logistics & Warehousing,Ceylon Solutions,United Arab Emirates,Driver,2023-04-17,2023-04-27,1
1855,1515,Driving & Transportation,Hotel Group,Saudi Arabia,Driver,2023-05-28,2024-03-03,10
1856,1517,Domestic Services,Lanka Pvt,United Arab Emirates,Machine Operator,2018-04-12,2023-04-17,62
1857,1519,Healthcare & Nursing,Apparel Corp,Saudi Arabia,Caregiver,2011-03-07,2011-05-26,3
1858,1519,Healthcare & Nursing,Tech Ltd,Saudi Arabia,Caregiver,2011-06-20,2013-11-28,30
1859,1520,Hospitality & Tourism,Island Solutions,South Korea,Construction Helper,2020-07-31,2025-03-17,57
1860,1521,Education & Training,Lanka Pvt,Jordan,Warehouse Worker,2014-08-16,2015-07-27,12
1861,1521,Agriculture & Fishery,Island Inc,Saudi Arabia,Warehouse Worker,2015-09-29,2023-01-11,89
1862,1522,Driving & Transportation,Construction Ltd,Romania,Nursing Assistant,2020-06-27,2023-12-30,43
1863,1523,Retail & Sales,Island Co,Kuwait,Mason,2014-05-08,2015-11-07,19
1864,1523,Education & Training,Island Group,Qatar,Mason,2018-12-26,2020-03-04,15
1865,1523,Garment & Apparel,Island Solutions,Saudi Arabia,Mason,2022-07-23,2023-06-27,12
1866,1525,Construction,Gem Solutions,Romania,Fishery Worker,2015-02-17,2016-07-04,17
1867,1525,Beauty & Personal Care,Tea Corp,Oman,Fishery Worker,2019-04-13,2019-07-30,4
1868,1525,Education & Training,Ceylon Co,Saudi Arabia,Fishery Worker,2019-08-10,2020-06-12,11
1869,1526,Construction,Tech Inc,Kuwait,Hotel Housekeeper,2011-07-04,2012-03-10,9
1870,1526,Facility Management,Island Enterprises,Japan,Hotel Housekeeper,2012-06-28,2014-07-22,26
1871,1526,Cleaning Services,Apparel Enterprises,Kuwait,Hotel Housekeeper,2022-06-14,2023-11-04,17
1872,1527,Garment & Apparel,Apparel Corp,United Arab Emirates,Teacher Assistant,2013-01-13,2014-05-10,17
1873,1527,Security Services,Construction Corp,Kuwait,Teacher Assistant,2015-10-16,2021-11-10,74
1874,1527,Beauty & Personal Care,Lanka Pvt,Saudi Arabia,Teacher Assistant,2024-04-16,2024-05-08,1
1875,1528,Domestic Services,Construction Group,Saudi Arabia,Administrative Assistant,2012-01-21,2013-12-18,24
1876,1528,Cleaning Services,Gem Group,Kuwait,Administrative Assistant,2016-07-16,2017-11-30,17
1877,1529,Retail & Sales,Tech Inc,Saudi Arabia,House Driver,2015-03-28,2019-01-22,47
1878,1529,Education & Training,Gem Group,Lebanon,House Driver,2021-12-12,2022-04-17,5
1879,1530,Textile & Sewing,Tech Pvt,Cyprus,Factory Worker,2016-06-12,2020-06-22,50
1880,1531,Manufacturing,Sri Ltd,Kuwait,Technician,2013-09-29,2014-01-01,4
1881,1531,Agriculture & Fishery,Tea Enterprises,Maldives,Technician,2014-01-17,2017-01-08,37
1882,1531,Hospitality & Tourism,Hotel Plantations,Oman,Technician,2017-01-19,2019-07-04,30
1883,1533,Education & Training,Ceylon Inc,Kuwait,Cleaner,2022-08-09,2022-09-25,2
1884,1535,Agriculture & Fishery,Island Co,United Arab Emirates,Hotel Housekeeper,2016-09-15,2016-12-24,4
1886,1536,Hospitality & Tourism,Lanka Group,United Kingdom,Engineer,2010-09-03,2012-05-05,21
1887,1536,Hospitality & Tourism,Gem Enterprises,Saudi Arabia,Engineer,2015-09-11,2020-02-07,54
1888,1536,Manufacturing,Tea Solutions,United Kingdom,Engineer,2020-11-22,2021-02-02,3
1889,1536,Manufacturing,Hotel Plantations,Kuwait,Engineer,2022-12-04,2025-07-12,32
1890,1537,Security Services,Apparel Solutions,Saudi Arabia,Salesperson,2017-12-02,2018-07-31,9
1891,1537,Engineering & Technical,Apparel Ltd,Singapore,Salesperson,2019-02-04,2020-04-05,15
1892,1538,Construction,Construction Group,Qatar,Nursing Assistant,2017-06-21,2019-02-20,21
1893,1539,Domestic Services,Sri Plantations,United Arab Emirates,Fishery Worker,2014-03-17,2025-08-18,140
1894,1540,Retail & Sales,Gem Group,United Arab Emirates,Construction Helper,2019-11-09,2021-11-24,25
1895,1542,Agriculture & Fishery,Sri Ltd,Serbia,Hotel Housekeeper,2014-02-08,2020-03-09,75
1896,1543,Textile & Sewing,Tea Pvt,Saudi Arabia,Bar Bender,2024-08-02,2025-07-01,12
1897,1544,Beauty & Personal Care,Island Enterprises,Qatar,Shuttering Carpenter,2020-11-08,2022-05-11,19
1898,1544,Hospitality & Tourism,Apparel Solutions,Saudi Arabia,Shuttering Carpenter,2022-09-21,2022-09-27,1
1899,1545,Driving & Transportation,Tea Group,Qatar,General Labourer,2017-01-04,2017-02-27,2
1900,1545,Engineering & Technical,Island Pvt,Saudi Arabia,General Labourer,2018-01-03,2019-05-27,17
1901,1545,Retail & Sales,Apparel Corp,Israel,General Labourer,2024-07-27,2024-11-08,4
1902,1546,IT & Professional Services,Island Co,South Korea,Security Guard,2019-01-16,2024-11-28,72
1903,1548,Security Services,Apparel Co,Jordan,Maintenance Worker,2018-02-05,2018-06-22,5
1904,1548,Retail & Sales,Tea Enterprises,Serbia,Maintenance Worker,2019-03-07,2024-12-05,70
1905,1550,IT & Professional Services,Construction Enterprises,Saudi Arabia,Construction Supervisor,2019-03-09,2021-04-24,26
1906,1555,Healthcare & Nursing,Sri Pvt,United Arab Emirates,Construction Helper,2012-05-08,2014-06-05,26
1907,1556,Manufacturing,Tea Co,Saudi Arabia,Barista,2016-05-28,2017-07-01,14
1908,1556,Security Services,Construction Group,United Arab Emirates,Barista,2017-11-07,2025-07-26,94
1909,1557,Facility Management,Hotel Solutions,Saudi Arabia,Warehouse Worker,2011-04-05,2014-10-14,43
1910,1557,Facility Management,Tea Corp,Cyprus,Warehouse Worker,2018-04-04,2024-12-20,82
1911,1558,IT & Professional Services,Ceylon Pvt,Qatar,Construction Helper,2011-04-10,2011-10-21,7
1912,1558,Logistics & Warehousing,Hotel Inc,South Korea,Construction Helper,2011-12-07,2019-10-13,96
1913,1559,Facility Management,Tech Ltd,Oman,Heavy Vehicle Operator,2013-02-18,2013-08-04,6
1914,1559,Facility Management,Tea Group,United Arab Emirates,Heavy Vehicle Operator,2013-09-30,2016-06-26,34
1915,1559,Domestic Services,Island Group,Qatar,Heavy Vehicle Operator,2016-10-04,2018-06-17,21
1916,1559,Domestic Services,Tea Group,Saudi Arabia,Heavy Vehicle Operator,2019-10-18,2020-10-25,13
1918,1560,Healthcare & Nursing,Construction Ltd,United Arab Emirates,Construction Supervisor,2018-07-08,2023-06-17,61
1919,1560,Domestic Services,Island Corp,Maldives,Construction Supervisor,2024-06-28,2025-06-19,12
1920,1561,Hospitality & Tourism,Tea Group,Qatar,Warehouse Worker,2018-08-20,2023-04-02,57
1921,1566,Healthcare & Nursing,Tea Pvt,Saudi Arabia,Caregiver,2011-07-02,2016-07-18,62
1922,1566,Domestic Services,Ceylon Plantations,United Arab Emirates,Caregiver,2017-04-13,2017-06-06,2
1923,1567,Cleaning Services,Ceylon Inc,Qatar,Beautician,2012-05-09,2018-12-02,80
1924,1567,Textile & Sewing,Tea Group,Kuwait,Beautician,2021-05-14,2024-01-27,33
1925,1568,Manufacturing,Hotel Pvt,Serbia,Cleaner,2011-05-06,2011-09-08,5
1926,1568,Domestic Services,Sri Ltd,Kuwait,Cleaner,2019-06-14,2019-08-17,3
1927,1568,Driving & Transportation,Lanka Solutions,Qatar,Cleaner,2021-01-19,2024-01-23,37
1928,1570,Domestic Services,Tech Corp,Maldives,Cleaner,2019-09-16,2019-10-04,1
1929,1572,Domestic Services,Lanka Enterprises,Qatar,Caregiver,2012-06-15,2021-02-06,106
1930,1572,Healthcare & Nursing,Island Group,Kuwait,Caregiver,2021-05-06,2022-01-13,9
1931,1572,Domestic Services,Gem Corp,Saudi Arabia,Caregiver,2022-06-04,2022-07-05,2
1932,1572,Domestic Services,Construction Co,Saudi Arabia,Caregiver,2024-07-01,2024-11-03,5
1933,1573,Cleaning Services,Construction Co,United Arab Emirates,Janitor,2022-11-23,2023-08-25,10
1934,1575,Construction,Tech Solutions,South Korea,Welder,2011-11-20,2011-12-05,1
1935,1575,Manufacturing,Apparel Group,Saudi Arabia,Welder,2011-12-21,2013-02-13,14
1936,1575,Construction,Tea Co,Saudi Arabia,Welder,2013-11-29,2014-10-08,11
1937,1578,Logistics & Warehousing,Hotel Plantations,Canada,Plumber,2017-07-03,2019-06-18,24
1938,1578,Healthcare & Nursing,Sri Group,Maldives,Plumber,2023-06-15,2023-11-22,6
1939,1578,Healthcare & Nursing,Construction Solutions,Jordan,Plumber,2024-02-12,2025-01-06,11
1940,1579,IT & Professional Services,Construction Enterprises,Saudi Arabia,Construction Helper,2012-07-28,2014-07-18,24
1941,1579,Beauty & Personal Care,Tea Solutions,Kuwait,Construction Helper,2015-03-20,2024-07-11,114
1942,1581,Engineering & Technical,Tea Enterprises,Saudi Arabia,Technician,2019-12-21,2020-03-14,3
1943,1581,Education & Training,Tech Plantations,Qatar,Technician,2024-04-10,2024-05-05,1
1944,1581,Logistics & Warehousing,Hotel Group,New Zealand,Technician,2024-05-15,2024-11-03,6
1945,1586,Healthcare & Nursing,Hotel Ltd,United Arab Emirates,Caregiver,2021-01-14,2021-10-25,10
1946,1586,Domestic Services,Lanka Plantations,Saudi Arabia,Caregiver,2022-01-13,2025-05-21,41
1947,1587,Manufacturing,Hotel Corp,Bahrain,Construction Helper,2021-08-08,2025-07-31,49
1948,1588,Retail & Sales,Island Co,Saudi Arabia,Delivery Driver,2016-04-15,2020-08-06,53
1949,1589,Driving & Transportation,Tech Pvt,United Arab Emirates,Driver,2015-08-13,2016-02-18,7
1950,1589,Driving & Transportation,Tech Pvt,United Arab Emirates,Driver,2017-09-20,2017-09-25,1
1951,1589,Driving & Transportation,Lanka Ltd,Qatar,Driver,2017-09-25,2021-11-30,51
1952,1590,Security Services,Lanka Corp,United Kingdom,Receptionist,2015-11-06,2017-04-04,18
1953,1590,Security Services,Island Plantations,Kuwait,Receptionist,2023-12-27,2025-06-22,19
1954,1591,Beauty & Personal Care,Tea Pvt,South Korea,House Driver,2012-07-06,2016-08-03,50
1955,1591,Garment & Apparel,Construction Solutions,Kuwait,House Driver,2016-08-25,2016-11-22,3
1956,1591,Driving & Transportation,Sri Enterprises,Kuwait,House Driver,2024-05-12,2025-02-11,10
1957,1592,Domestic Services,Sri Group,Qatar,Construction Helper,2014-04-29,2015-05-28,14
1958,1592,Facility Management,Gem Ltd,Qatar,Construction Helper,2017-10-29,2017-12-19,2
1959,1592,Driving & Transportation,Tech Solutions,New Zealand,Construction Helper,2023-10-24,2025-07-22,22
1960,1593,Cleaning Services,Ceylon Inc,Saudi Arabia,Housemaid,2019-03-07,2025-06-01,76
1961,1597,Healthcare & Nursing,Construction Co,Lebanon,Sewing Machine Operator,2024-06-04,2024-12-27,7
1962,1598,IT & Professional Services,Gem Co,Australia,Cleaner,2018-04-30,2018-05-22,1
1963,1598,Education & Training,Island Plantations,Lebanon,Cleaner,2018-07-03,2020-10-04,28
1964,1598,Retail & Sales,Tech Co,United Arab Emirates,Cleaner,2021-12-17,2022-01-06,1
1965,1598,Education & Training,Lanka Ltd,United Arab Emirates,Cleaner,2022-01-09,2023-07-24,19
1966,1599,Beauty & Personal Care,Sri Inc,Hong Kong,Chef,2015-01-05,2015-03-31,3
1967,1599,Manufacturing,Sri Solutions,Saudi Arabia,Chef,2016-01-06,2018-04-06,28
1968,1599,Textile & Sewing,Hotel Ltd,Qatar,Chef,2019-07-16,2020-12-22,18
1969,1599,Textile & Sewing,Hotel Pvt,Seychelles,Chef,2022-10-08,2024-11-04,26
1970,1601,Cleaning Services,Tea Corp,Hong Kong,Construction Supervisor,2022-03-04,2025-05-25,40
1971,1605,Facility Management,Apparel Co,Australia,Domestic Worker,2012-09-29,2014-11-27,27
1972,1605,Hospitality & Tourism,Tech Co,Qatar,Domestic Worker,2016-04-15,2017-02-04,10
1973,1605,Textile & Sewing,Lanka Co,Kuwait,Domestic Worker,2017-12-14,2018-04-30,5
1974,1605,Healthcare & Nursing,Hotel Group,Saudi Arabia,Domestic Worker,2019-07-27,2021-12-29,30
1975,1606,Engineering & Technical,Sri Corp,Maldives,Nurse,2016-03-25,2020-01-24,47
1976,1607,Manufacturing,Tea Group,Saudi Arabia,Construction Supervisor,2011-07-01,2012-03-14,9
1977,1607,IT & Professional Services,Island Co,Saudi Arabia,Construction Supervisor,2013-01-04,2013-02-20,2
1978,1608,Healthcare & Nursing,Sri Enterprises,Kuwait,Caregiver,2014-01-06,2016-04-08,28
1979,1609,Domestic Services,Island Plantations,United Arab Emirates,Technician,2021-08-07,2022-01-09,6
1980,1609,Construction,Gem Enterprises,Malaysia,Technician,2023-02-07,2024-09-06,20
1981,1611,Security Services,Island Inc,Romania,Waiter,2015-12-03,2016-05-07,6
1982,1611,IT & Professional Services,Ceylon Corp,Saudi Arabia,Waiter,2016-09-21,2016-11-03,2
1983,1611,Beauty & Personal Care,Sri Corp,Saudi Arabia,Waiter,2021-04-16,2022-04-23,13
1984,1611,Education & Training,Tea Pvt,South Korea,Waiter,2023-02-05,2023-11-19,10
1985,1614,IT & Professional Services,Hotel Group,Qatar,Machine Operator,2019-07-10,2020-01-27,7
1986,1614,Cleaning Services,Apparel Group,Qatar,Machine Operator,2020-03-10,2020-03-19,1
1987,1614,Beauty & Personal Care,Hotel Plantations,Kuwait,Machine Operator,2021-05-06,2025-06-30,51
1988,1615,Hospitality & Tourism,Tea Ltd,Canada,Nurse,2010-12-30,2013-04-02,28
1989,1615,Domestic Services,Sri Solutions,Qatar,Nurse,2015-11-11,2022-02-09,77
1990,1616,Beauty & Personal Care,Lanka Plantations,Oman,Barista,2013-08-29,2017-10-06,50
1991,1616,Facility Management,Sri Corp,Maldives,Barista,2020-03-18,2021-09-22,19
1992,1616,Healthcare & Nursing,Apparel Solutions,Saudi Arabia,Barista,2022-07-29,2024-04-16,21
1993,1618,Retail & Sales,Ceylon Solutions,Qatar,Janitor,2015-11-18,2020-01-14,51
1994,1621,Textile & Sewing,Construction Group,Qatar,Accountant,2012-11-21,2013-02-09,3
1995,1621,Domestic Services,Ceylon Solutions,Qatar,Accountant,2013-08-24,2016-10-25,39
1996,1621,Logistics & Warehousing,Tea Solutions,United Arab Emirates,Accountant,2021-04-18,2021-06-12,2
1997,1621,Textile & Sewing,Island Solutions,United Arab Emirates,Accountant,2022-05-26,2025-04-16,36
1998,1622,Driving & Transportation,Hotel Enterprises,United Arab Emirates,Driver,2012-03-16,2015-05-01,39
1999,1622,Logistics & Warehousing,Gem Ltd,Qatar,Driver,2020-12-13,2025-05-19,54
2000,1626,Hospitality & Tourism,Gem Corp,United Kingdom,Domestic Worker,2020-06-06,2024-03-11,46
2001,1627,Garment & Apparel,Apparel Group,Qatar,General Labourer,2011-12-06,2012-06-30,7
2002,1627,Education & Training,Gem Enterprises,United Arab Emirates,General Labourer,2013-04-17,2020-12-18,94
2003,1628,Driving & Transportation,Island Pvt,Qatar,Construction Helper,2016-07-04,2016-08-28,2
2004,1628,Cleaning Services,Island Solutions,Qatar,Construction Helper,2017-01-20,2017-04-28,4
2005,1628,Healthcare & Nursing,Gem Co,Saudi Arabia,Construction Helper,2019-03-08,2020-03-14,13
2006,1629,Domestic Services,Lanka Corp,Saudi Arabia,Heavy Vehicle Operator,2013-10-14,2021-07-31,95
2007,1629,Hospitality & Tourism,Gem Plantations,Seychelles,Heavy Vehicle Operator,2022-05-04,2023-06-09,14
2008,1630,Manufacturing,Hotel Solutions,Lebanon,Room Attendant,2011-07-02,2011-09-14,3
2009,1630,Engineering & Technical,Ceylon Enterprises,Maldives,Room Attendant,2011-10-05,2014-10-08,37
2010,1631,Engineering & Technical,Hotel Enterprises,Kuwait,Accountant,2014-01-05,2015-01-08,13
2011,1631,Agriculture & Fishery,Island Plantations,Saudi Arabia,Accountant,2015-04-18,2016-04-16,13
2012,1631,IT & Professional Services,Lanka Pvt,Qatar,Accountant,2019-08-28,2022-02-28,31
2013,1631,Driving & Transportation,Hotel Pvt,Kuwait,Accountant,2023-04-22,2023-05-30,2
2014,1638,Hospitality & Tourism,Lanka Plantations,United Arab Emirates,Hairdresser,2011-01-23,2014-04-18,40
2015,1638,Agriculture & Fishery,Island Group,Saudi Arabia,Hairdresser,2016-08-18,2016-09-10,1
2016,1638,Logistics & Warehousing,Tech Group,Oman,Hairdresser,2016-10-12,2021-04-01,55
2017,1640,Textile & Sewing,Sri Pvt,Saudi Arabia,Kitchen Helper,2018-05-11,2019-11-09,19
2018,1642,Textile & Sewing,Tea Group,South Korea,Hotel Housekeeper,2018-05-18,2018-05-20,1
2019,1642,Retail & Sales,Lanka Plantations,Lebanon,Hotel Housekeeper,2018-06-18,2021-01-29,32
2021,1646,Cleaning Services,Ceylon Pvt,Japan,General Labourer,2013-07-06,2018-06-07,60
2022,1646,Domestic Services,Tea Corp,Saudi Arabia,General Labourer,2019-05-12,2022-07-04,39
2023,1646,Security Services,Tech Co,Maldives,General Labourer,2022-09-25,2024-07-14,22
2024,1647,Facility Management,Hotel Group,Saudi Arabia,General Labourer,2017-03-11,2019-05-06,27
2025,1648,IT & Professional Services,Sri Group,Cyprus,Plumber,2011-10-29,2011-12-17,2
2026,1648,Domestic Services,Ceylon Co,Saudi Arabia,Plumber,2014-04-08,2022-07-01,101
2027,1651,Facility Management,Lanka Inc,Lebanon,General Labourer,2022-11-06,2024-12-04,26
2028,1655,Garment & Apparel,Ceylon Co,Saudi Arabia,General Labourer,2015-10-13,2018-01-24,28
2029,1656,Logistics & Warehousing,Sri Enterprises,Qatar,Administrative Assistant,2016-11-13,2017-12-26,14
2030,1656,Textile & Sewing,Tea Co,Romania,Administrative Assistant,2018-07-04,2021-05-24,36
2031,1656,IT & Professional Services,Island Enterprises,Saudi Arabia,Administrative Assistant,2021-12-11,2022-11-17,12
2032,1656,Logistics & Warehousing,Apparel Ltd,Saudi Arabia,Administrative Assistant,2023-05-30,2023-12-03,7
2033,1657,Manufacturing,Island Co,Saudi Arabia,Laundry Worker,2021-03-29,2021-07-28,5
2034,1661,Textile & Sewing,Island Ltd,Japan,Domestic Worker,2023-10-25,2025-07-10,21
2035,1664,Logistics & Warehousing,Tech Co,Saudi Arabia,Driver,2011-06-13,2015-08-10,51
2037,1665,Facility Management,Island Group,Saudi Arabia,Receptionist,2011-04-27,2011-12-25,9
2038,1665,Driving & Transportation,Tea Plantations,Russia,Receptionist,2020-09-21,2022-08-13,24
2040,1668,Healthcare & Nursing,Hotel Inc,Saudi Arabia,Beautician,2015-02-19,2017-10-19,33
2041,1668,Construction,Construction Pvt,United Arab Emirates,Beautician,2017-11-08,2019-03-06,17
2042,1672,Retail & Sales,Tea Pvt,United Arab Emirates,Room Attendant,2012-08-31,2014-09-16,25
2043,1672,Driving & Transportation,Tech Ltd,Saudi Arabia,Room Attendant,2015-07-16,2023-09-11,100
2044,1674,Driving & Transportation,Tea Solutions,Saudi Arabia,Hairdresser,2018-08-29,2022-08-10,49
2045,1674,Retail & Sales,Tech Pvt,Cyprus,Hairdresser,2023-03-14,2023-11-09,8
2046,1677,Hospitality & Tourism,Tea Ltd,Saudi Arabia,Laundry Worker,2021-05-22,2023-06-08,25
2047,1679,Logistics & Warehousing,Lanka Plantations,Kuwait,Hairdresser,2016-07-21,2020-01-19,43
2048,1679,IT & Professional Services,Lanka Ltd,Saudi Arabia,Hairdresser,2021-09-13,2023-03-09,19
2049,1679,Beauty & Personal Care,Lanka Corp,Kuwait,Hairdresser,2023-07-20,2023-08-17,1
2050,1679,Hospitality & Tourism,Tea Enterprises,Saudi Arabia,Hairdresser,2023-12-12,2025-01-03,13
2051,1680,Logistics & Warehousing,Ceylon Enterprises,United Arab Emirates,Driver,2014-04-25,2014-10-03,6
2052,1680,Driving & Transportation,Tea Pvt,Saudi Arabia,Driver,2016-03-14,2016-06-27,4
2053,1680,Logistics & Warehousing,Island Corp,Saudi Arabia,Driver,2019-07-16,2022-08-12,38
2054,1681,Logistics & Warehousing,Construction Solutions,United Arab Emirates,Salesperson,2022-07-16,2023-03-05,8
2055,1681,Cleaning Services,Sri Pvt,Saudi Arabia,Salesperson,2023-04-04,2023-04-22,1
2056,1681,Education & Training,Tea Corp,Kuwait,Salesperson,2023-05-14,2023-07-02,2
2057,1682,Engineering & Technical,Construction Co,Hong Kong,House Driver,2012-10-05,2013-12-10,15
2058,1684,Logistics & Warehousing,Hotel Ltd,Kuwait,Delivery Driver,2021-09-19,2024-03-03,30
2059,1686,Garment & Apparel,Hotel Corp,Saudi Arabia,Construction Helper,2015-10-14,2022-01-11,77
2060,1686,Driving & Transportation,Sri Solutions,Kuwait,Construction Helper,2022-03-12,2024-06-21,28
2061,1688,Facility Management,Gem Solutions,Qatar,House Driver,2014-09-25,2017-11-20,39
2062,1688,Construction,Tech Group,Saudi Arabia,House Driver,2018-12-10,2023-03-27,53
2063,1689,Cleaning Services,Ceylon Corp,Qatar,Construction Supervisor,2012-10-20,2015-09-03,35
